lon lat vu su
  171.6653	  -42.2903	   -1.3800	    0.6500
  171.5753	  -43.5913	   -0.6200	    0.0600
  171.4825	  -42.7445	   -0.8700	    0.5600
  171.4662	  -41.7491	   -1.7700	    0.4600
  171.4436	  -42.7238	   -1.4400	    0.5500
  171.3171	  -42.2455	    2.6000	    1.2300
  171.1445	  -42.5582	   -1.6500	    0.4400
  170.9843	  -42.7129	   -1.8300	    0.0500
  170.9203	  -44.6557	   -1.0500	    0.0500
  170.6294	  -45.8143	   -1.2500	    0.0400
  170.5972	  -45.8837	   -1.5100	    0.0700
  170.5109	  -45.8695	   -0.6200	    0.0600
  170.4649	  -43.9857	   -0.2200	    0.0300
  170.3505	  -43.3364	    3.1200	    0.0600
  170.1901	  -43.8625	    2.8600	    0.0600
  170.1055	  -43.7773	    4.7400	    0.0800
  170.0612	  -43.7561	    2.3900	    0.0500
  169.9215	  -43.6606	    3.4400	    0.0400
  169.9211	  -43.7021	    4.5900	    0.4300
  169.8932	  -43.6377	    4.1400	    0.0500
  169.8853	  -43.5840	    1.2300	    0.0400
  169.8559	  -43.6662	    3.2300	    0.0300
  169.8525	  -43.7208	    3.8000	    0.2800
  169.8158	  -43.5317	    1.5200	    0.0600
  169.7752	  -43.6084	    1.0700	    0.0700
  169.7368	  -43.6430	   -0.0700	    0.2200
  169.6841	  -45.0383	   -0.1500	    0.1600
  169.3082	  -45.2310	   -0.1100	    0.0700
  168.7856	  -44.0732	    1.1700	    0.0400
  168.2921	  -46.5851	   -0.6200	    0.0800
  168.1182	  -45.3665	   -0.1600	    0.0900
  166.6807	  -46.1662	    1.5500	    0.3500
