#lon lat ve vn vu se sn su corr corr corr name
176.06317 -39.48918 -1.44079 -6.61385 -0.00864 0.18750 0.44449 0.38114 0 0 0 bhst
169.88531 -43.58403 -13.61445 -3.67839 1.60703 0.30571 0.13970 0.44598 0 0 0 waka
175.34641 -39.28927 -0.77431 -2.20034 -0.23368 0.15655 0.24571 0.46484 0 0 0 vgpk
175.88569 -40.77601 -24.59904 -10.43120 -4.54620 0.38096 0.33042 0.65046 0 0 0 tint
176.51462 -38.33889 2.14069 -8.13931 -1.45122 0.13763 0.34658 0.63328 0 0 0 rgrr
175.99928 -40.60108 -23.24158 -10.42991 -3.65292 0.74570 0.61675 0.59600 0 0 0 ptoi
175.42692 -41.38152 -32.54297 -9.77671 -4.56545 0.20173 0.25790 0.40459 0 0 0 parw
177.88330 -38.92260 1.05152 -20.05778 -3.19177 0.63138 0.20513 0.54664 0 0 0 pari
174.95210 -41.02180 -17.87739 -5.10984 -1.00229 1.30058 0.41216 0.37020 0 0 0 paek
175.76132 -40.38542 -16.27235 -7.52927 -0.86740 1.42125 0.76261 1.52322 0 0 0 nrrd
176.80661 -39.09702 1.93210 -14.78976 0.23606 0.18578 0.27025 0.52318 0 0 0 nmai
177.52620 -38.33382 1.97316 -16.40076 0.68961 0.14147 0.15085 0.38140 0 0 0 matw
175.57488 -40.66870 -19.55498 -7.41607 -1.83587 0.77566 0.20554 0.60720 0 0 0 mang
169.77516 -43.60839 -11.29110 -3.30149 1.29276 0.52066 0.15414 0.31750 0 0 0 kara
175.51519 -40.89722 -20.86647 -9.84638 -2.41437 0.66158 0.30524 0.49679 0 0 0 hold
177.56938 -38.68681 0.58272 -16.93907 0.82332 0.89028 0.14192 0.39580 0 0 0 hana
178.21110 -38.48800 -3.31069 -17.81224 -0.31904 1.67273 0.32229 0.49112 0 0 0 cnst
169.85585 -43.66623 -16.06856 -6.62524 3.64390 0.49530 0.37587 0.40319 0 0 0 cncl
175.14549 -41.14468 -23.60298 -8.46761 -1.91165 0.69337 0.39590 0.61641 0 0 0 clim
147.05569 -19.26928 0.18070 0.18849 -0.55882 0.10540 0.07903 0.29762 0 0 0 tow2
117.09719 -20.98143 -0.37281 0.40743 -0.35869 0.09068 0.07040 0.41684 0 0 0 karr
147.43874 -42.80471 0.11947 -0.50704 -0.76449 0.09588 0.12728 0.11720 0 0 0 hob2
133.80983 -31.86666 0.29963 -0.25564 -0.28367 0.06229 0.06847 0.29440 0 0 0 cedu
133.88552 -23.67012 0.17744 0.10210 -0.31908 0.07461 0.06878 0.20334 0 0 0 alic
177.81142 -38.43749 0.56931 -18.35806 -0.61790 0.43759 0.24764 0.62912 0 0 0 tkar
178.00589 -38.16241 1.35482 -18.77997 2.68162 0.16472 0.17878 0.50368 0 0 0 tauw
177.34750 -38.77961 1.65794 -17.18196 -0.67404 0.32088 0.29225 0.47791 0 0 0 snst
175.40432 -41.18691 -29.22620 -10.41673 -4.14837 0.17330 0.28731 0.71963 0 0 0 rdlv
177.67753 -37.96500 2.58234 -16.17724 0.07290 0.19116 0.16182 0.55346 0 0 0 raum
177.08608 -38.91619 2.17866 -16.10878 0.18950 0.19107 0.22337 0.47308 0 0 0 rahi
175.24138 -41.00159 -20.77333 -7.62055 -1.92337 1.43367 0.66862 0.79972 0 0 0 mtqn
176.74973 -38.61686 3.09909 -11.69163 -0.36223 0.17259 0.44401 0.47669 0 0 0 ming
171.57530 -43.59135 -30.20046 -13.42551 -0.60389 0.21274 0.34193 0.40630 0 0 0 meth
173.79381 -41.29139 -9.31578 -1.36617 -1.05881 2.17932 1.34314 0.48806 0 0 0 maha
176.77281 -38.05253 0.37123 -11.07486 -0.97531 0.42476 0.40572 0.45829 0 0 0 rgkw
178.40870 -37.82500 6.49608 -20.18105 0.06228 0.36953 0.21305 0.44359 0 0 0 wmat
175.78560 -39.68250 -2.48663 -4.91797 1.06824 0.29263 0.21217 0.57102 0 0 0 thap
177.69789 -38.81420 -1.07958 -17.53438 0.95250 1.14300 0.15994 0.36370 0 0 0 prtu
175.53615 -40.18138 -8.13077 -2.72612 -0.42354 0.97240 0.53341 1.23894 0 0 0 mtbl
175.45928 -39.97628 -4.66116 -3.33364 -0.34901 0.38201 0.23817 0.49938 0 0 0 grng
178.04600 -38.41145 -0.21538 -18.57430 0.63195 0.61639 0.40452 0.40901 0 0 0 ahti
176.44060 -40.06420 -10.95707 -11.17883 -2.54638 0.41563 0.15137 0.37735 0 0 0 wpuk
176.54300 -39.89589 -10.42354 -11.61160 -3.25396 1.14293 0.14524 0.43688 0 0 0 wpaw
176.20048 -39.91679 -7.38733 -9.69274 -1.40761 0.85788 0.41031 0.68055 0 0 0 pnui
176.69655 -39.44420 -0.61796 -14.21579 -2.36977 0.88736 0.29704 0.35983 0 0 0 mcnl
176.42279 -39.42402 -1.09708 -11.86284 -1.74265 0.22831 0.67003 0.52359 0 0 0 kawk
175.81083 -38.61102 -0.03704 -2.55270 -0.33682 0.16345 0.14319 0.60626 0 0 0 tgtk
175.77015 -38.86337 -1.71837 -3.43812 0.90211 0.13541 0.15053 0.64867 0 0 0 tgra
175.71191 -38.67810 -0.57309 -2.08955 -0.03268 0.08955 0.13130 0.50493 0 0 0 tghr
176.19418 -38.17662 1.73722 -2.73975 -0.10889 0.41756 0.36514 0.67809 0 0 0 rgut
176.50610 -38.23379 0.48413 -7.11577 -5.44302 0.27174 0.33337 0.71752 0 0 0 rgta
176.52120 -38.05728 1.21828 -5.16096 -1.60594 0.16472 0.59529 0.51795 0 0 0 rgre
176.46711 -38.13832 1.85500 -9.05777 -10.21131 0.35291 0.42029 0.66442 0 0 0 rgmk
176.38571 -38.00329 1.28803 -3.77952 -1.50586 0.30532 0.38162 0.56814 0 0 0 rgli
176.24408 -38.02008 1.25800 -2.42455 -0.34703 0.23812 0.31893 0.62151 0 0 0 rgka
176.28798 -38.38579 3.12986 -5.47496 -0.23856 0.29900 0.67979 0.74819 0 0 0 rghr
176.34303 -38.56204 2.00374 -7.86499 -1.95407 0.16214 0.18972 0.65555 0 0 0 rgar
175.17040 -40.81650 -16.66216 -4.57093 -1.08341 2.77017 0.84860 0.70927 0 0 0 otak
170.19014 -43.86249 -24.80335 -11.98337 2.72997 0.55694 0.41815 0.29527 0 0 0 bnet
115.34698 -29.04656 -0.32776 -0.09886 -0.01524 0.10438 0.10169 0.56485 0 0 0 yar2
148.98000 -35.39920 0.19433 -0.12987 -0.65700 0.07663 0.07304 0.42604 0 0 0 tid2
151.15038 -33.78087 -0.10995 -0.17067 -0.53503 52.51317 388.62775 0.69688 0 0 0 sydn
116.19272 -31.04873 -0.25015 -0.11141 -0.63770 0.08473 0.07547 0.23595 0 0 0 nnor
144.97534 -37.82941 0.59441 0.16386 -0.96829 0.10451 0.13376 0.30930 0 0 0 mobs
164.28734 -20.55869 -0.01974 -0.11382 -0.59422 0.25143 0.21900 0.26739 0 0 0 kouc
138.64735 -34.72900 0.14049 0.08070 -0.84617 0.18462 0.16645 0.57751 0 0 0 ade1
174.62764 -41.27805 -18.49852 -3.53978 0.06938 1.09399 0.91129 0.62532 0 0 0 trwh
182.07105 -29.24467 -14.34066 -14.91779 -5.86732 0.43863 0.37403 0.53983 0 0 0 raul
169.92154 -43.66059 -17.43368 -6.90754 3.55593 0.39825 0.24898 0.44613 0 0 0 pilk
170.35053 -43.33641 -11.11309 -2.46737 3.25871 0.19304 0.33514 0.41707 0 0 0 mtpr
176.22338 -40.46864 -21.36420 -11.65445 -4.13486 0.81839 0.48180 0.47725 0 0 0 mnhr
170.10551 -43.77733 -22.18762 -10.51665 4.87545 0.37623 0.21295 0.20119 0 0 0 horn
177.40987 -38.93930 0.01638 -18.29518 -1.47618 0.36079 0.37413 0.46079 0 0 0 frtn
131.13274 -12.84370 0.02156 0.26771 -0.48308 0.13003 0.12392 0.43140 0 0 0 darw
176.13641 -38.61758 0.61481 -5.97001 -4.50047 0.59555 0.95234 1.00592 0 0 0 arta
176.35229 -38.25192 1.98243 -6.31766 -3.86507 0.67282 0.37052 1.07052 0 0 0 rghl
175.96291 -40.06158 -7.79456 -8.51646 -0.84756 0.50157 0.21339 0.45441 0 0 0 takp
175.18193 -39.80477 -2.81025 -2.35789 -0.06776 0.27754 0.49242 0.56084 0 0 0 pkno
175.79069 -39.91829 -4.46735 -5.83747 2.06517 0.45172 0.31224 0.82644 0 0 0 ohin
176.20004 -40.11332 -9.93428 -8.63323 -1.05435 0.65123 0.32230 0.92080 0 0 0 nrsw
178.29122 -38.26821 1.90837 -19.60460 -1.93004 0.95469 0.14351 0.57423 0 0 0 anau
176.62116 -39.74720 -8.56935 -11.37956 -4.47444 2.44155 0.16095 0.87781 0 0 0 rakw
176.68069 -40.10436 -13.15754 -13.51123 -0.30207 1.39945 0.51548 0.39416 0 0 0 oroa
176.02883 -39.70338 -3.42514 -6.95012 -0.24361 0.46169 0.27437 0.96099 0 0 0 mkno
177.06980 -39.17230 0.16362 -16.72464 -1.73167 0.35431 0.32899 0.46503 0 0 0 kuta
175.59785 -39.32693 -0.59634 -3.08176 -0.29480 0.30682 0.13548 0.65955 0 0 0 vgwn
175.58898 -39.28240 -0.21948 -2.87534 -1.59099 0.45436 0.20386 0.66784 0 0 0 vgwh
175.60894 -39.27726 -0.49132 -2.86895 -1.31041 0.35027 0.21196 0.64167 0 0 0 vgts
175.54831 -39.29841 -0.31576 -2.66880 -0.85888 0.22813 0.15236 0.69815 0 0 0 vgtr
175.66514 -39.16307 0.08694 -2.59560 -2.89373 0.23646 0.13405 0.61302 0 0 0 vgot
175.54224 -39.19983 0.29568 -2.52154 -1.73246 0.30530 0.12189 0.51997 0 0 0 vgob
175.55269 -39.25515 0.07591 -2.55999 -0.67517 0.23203 0.13170 0.47919 0 0 0 vgfw
176.04747 -38.84584 2.62249 -7.02552 1.23443 0.42852 0.94729 0.87622 0 0 0 tgoh
148.26461 -32.99876 0.23838 -0.98062 0.10719 0.22949 0.25220 0.68953 0 0 0 park
166.48489 -22.22832 0.79412 -0.53444 -0.87399 0.26972 0.25061 0.30293 0 0 0 nrmd
167.26378 -20.91799 0.54405 0.43478 -1.71165 0.29386 0.38471 1.55029 0 0 0 lpil
132.15328 -14.37600 -0.04588 -0.05197 0.52173 0.23059 0.10213 0.78028 0 0 0 kat1
200.19939 -21.20103 -76.54706 17.93023 -0.07458 0.14485 0.26762 0.39627 0 0 0 ckis
152.32101 -24.90822 0.49323 0.08369 -0.42880 0.14988 0.14521 0.27347 0 0 0 bndy
169.89321 -43.63770 -15.62601 -6.30443 3.65799 0.27976 0.18960 0.39671 0 0 0 vexa
210.39369 -17.57703 -82.91886 27.43759 -0.67583 0.16469 0.24937 0.30653 0 0 0 tah1
115.88525 -31.80196 0.03714 -0.34094 -1.93914 0.13674 0.11207 0.49165 0 0 0 pert
170.06122 -43.75612 -20.48832 -9.19113 2.26718 0.60394 0.37567 0.22914 0 0 0 nett
210.38570 -17.55531 -83.08897 27.54070 -0.73717 0.21221 0.35914 0.30971 0 0 0 faa1
96.83397 -12.18834 0.94429 1.39095 -0.51959 0.23300 0.56397 0.49652 0 0 0 coco
166.41020 -22.26984 0.24243 -0.06656 -1.27378 0.30085 0.15904 0.78270 0 0 0 noum
175.85849 -38.97713 -0.07443 -4.43017 -1.54954 0.17975 0.13116 0.76832 0 0 0 tgri
175.99633 -38.81286 2.35061 -6.70980 0.36735 1.77619 0.33808 1.54715 0 0 0 tgho
176.89617 -38.00320 3.70685 -11.72390 -0.12058 0.21801 0.21990 0.77593 0 0 0 rgaw
176.21085 -38.35257 1.33332 -3.01710 -1.82009 0.29057 0.12584 0.76775 0 0 0 rgwv
176.23225 -38.25659 3.16141 -4.86209 -1.63460 0.34014 0.37254 1.06238 0 0 0 rgon
175.13650 -41.34050 -29.67882 -9.05162 -4.23869 0.57121 0.79040 0.50612 0 0 0 bthl
176.37012 -39.64315 -3.73063 -10.89694 -1.38031 0.76181 0.36443 0.76353 0 0 0 kere
175.93930 -38.67343 1.50605 -1.65811 -1.87643 0.17841 0.35080 0.73075 0 0 0 tgwh
176.37800 -38.10470 1.15292 -5.07376 -1.87046 0.45556 0.56514 0.72875 0 0 0 rgcr
184.82078 -21.14471 72.87731 -37.84181 1.23651 0.80895 0.54213 1.00314 0 0 0 tong
153.03530 -27.48489 0.22378 0.28276 -1.25930 0.14626 0.14027 0.49276 0 0 0 sunm
190.07293 -19.07653 -78.51769 7.94764 -0.70549 0.13329 0.46917 0.38646 0 0 0 nium
116.63749 -26.69664 -0.36460 -0.12890 0.20946 0.59345 0.38747 1.55796 0 0 0 mro1
168.31514 -17.74397 -81.63557 -36.07198 -2.46546 0.65175 0.93588 1.52339 0 0 0 vanu
166.21537 -21.60858 0.54109 0.40743 -0.83645 0.25611 0.26677 0.59375 0 0 0 thio
149.01005 -35.31569 0.26696 -0.14397 -1.09364 0.10873 0.28757 0.27866 0 0 0 str2
188.26158 -13.84921 -86.92988 5.17881 -1.88930 1.12567 0.58170 1.19403 0 0 0 samo
169.92106 -43.70206 -18.05662 -6.87133 4.30516 0.90786 0.68107 0.50251 0 0 0 redd
210.42728 -17.53308 -83.35074 27.44237 -1.44463 0.31957 0.21772 0.36062 0 0 0 pape
178.08260 -37.89398 2.55216 -16.88548 2.17540 0.73525 0.38889 0.49824 0 0 0 paki
167.93883 -29.04334 0.26087 -0.08486 -0.67006 0.25840 0.12654 0.49993 0 0 0 norf
169.85252 -43.72079 -17.51018 -7.49098 3.78945 0.42222 0.37333 0.98936 0 0 0 maka
158.93583 -54.49953 -8.14807 -18.86219 -1.23030 0.50509 0.51707 0.47270 0 0 0 mac1
159.06120 -31.51988 0.41458 -0.12422 -0.45981 0.16442 0.12707 0.38956 0 0 0 lord
169.73677 -43.64298 -12.66587 -3.23892 0.50777 0.25913 0.43111 0.54104 0 0 0 leoc
159.07852 -31.54146 -0.07164 0.52031 -0.69911 0.19101 0.23513 0.45404 0 0 0 ldhi
177.44658 -17.60881 -6.65957 -5.73458 -1.00562 0.36421 0.29090 0.69716 0 0 0 laut
188.00047 -13.83221 -86.81769 4.59212 -1.80637 0.43379 0.46550 0.58698 0 0 0 fale
250.65560 -27.12498 56.54804 27.51713 -0.22609 0.31820 0.46501 0.36928 0 0 0 ispa
250.61671 -27.14821 57.90641 27.64935 -0.53081 0.43345 0.69446 0.27405 0 0 0 eisl
175.58970 -39.11514 1.56262 -2.39092 -2.44194 0.14054 0.24083 0.60887 0 0 0 vgwt
176.36592 -38.09366 1.15970 -3.01106 -0.13407 0.13489 0.12434 1.88033 0 0 0 rghd
175.45174 -39.73010 -2.70974 -2.69778 0.27432 0.27174 0.30598 0.58942 0 0 0 whvr
178.12913 -38.64379 -2.41913 -20.35652 -0.40984 0.79112 0.37249 0.66451 0 0 0 mako
175.64131 -39.09440 1.50553 -3.63936 -2.84810 0.23429 0.15649 0.39116 0 0 0 vgkr
174.91700 -41.23510 -23.36836 -7.31576 -3.05838 0.77907 0.73719 0.85489 0 0 0 grac
176.20160 -40.90980 -27.69428 -10.46525 -3.80020 0.27877 0.25568 0.37041 0 0 0 cast
132.89406 -12.65917 -0.40340 0.26948 -1.97032 0.15691 0.39823 1.50362 0 0 0 jab2
105.68850 -10.44996 0.13278 0.53603 0.11336 0.28756 0.17518 0.26600 0 0 0 xmis
128.29617 -25.03720 0.04257 0.08490 -0.48479 0.25827 0.14821 0.20021 0 0 0 wara
164.46992 -20.83628 0.15254 -0.70398 -0.36188 0.49425 0.24177 0.32511 0 0 0 uaco
166.21689 -22.01152 -0.02933 0.27077 -1.42848 0.21570 0.21790 0.41351 0 0 0 ttta
210.52446 -23.34180 -74.29754 27.30165 -1.15625 0.27620 0.32368 0.27229 0 0 0 tbtg
142.05742 -29.45016 0.08493 0.08861 -0.50582 0.23935 0.28994 0.38079 0 0 0 tbob
147.93085 -42.54644 0.06336 -0.39530 -1.10261 0.18156 0.15007 0.41478 0 0 0 spby
130.89153 -12.42430 -0.50486 0.76931 -0.20426 0.35760 0.47324 0.89593 0 0 0 sa39
141.61347 -38.34439 0.37157 -0.66316 -0.32366 0.49241 0.19291 0.44033 0 0 0 ptld
164.02378 -20.23165 0.59675 1.03102 -1.31234 0.70108 0.41098 0.66899 0 0 0 poum
165.35132 -20.93788 -0.09016 0.57942 -0.61204 0.54397 0.55644 0.48845 0 0 0 pdme
166.44252 -22.26479 -0.29284 -0.10650 -1.56273 0.18491 0.23040 0.61042 0 0 0 nmea
169.98450 -43.72658 -19.62557 -8.80817 3.90388 0.56106 0.37090 0.84880 0 0 0 mcke
165.37548 -21.48034 -0.29706 0.01274 -0.87291 0.29337 0.23034 0.39475 0 0 0 lcap
142.29621 -10.59037 -0.23238 0.39712 0.32477 0.18067 0.30015 0.57812 0 0 0 hnis
115.73858 -31.82552 -0.14679 -0.66568 -1.81476 0.18178 0.12300 0.76068 0 0 0 hil1
225.03518 -23.13036 -77.91911 40.31378 -0.62313 0.23262 0.39220 0.34200 0 0 0 gamb
181.87906 -14.30780 -84.05774 -0.39204 -0.92376 0.41471 1.79464 0.38042 0 0 0 ftna
121.89433 -33.87432 -0.06452 -0.42840 -0.82060 0.18758 0.10854 0.30669 0 0 0 espa
130.95593 -12.44331 -0.62373 0.26009 -0.15663 0.20627 0.32168 0.58834 0 0 0 dwni
153.26654 -27.52615 0.12031 -0.08110 -0.94109 0.12382 0.15457 0.49563 0 0 0 clev
122.20909 -18.00397 -0.15873 0.26694 -0.93014 0.36021 0.14932 0.63977 0 0 0 bro1
189.27756 -14.32609 -86.20689 6.38416 -2.34115 0.81984 0.54750 2.34636 0 0 0 aspa
117.81019 -34.95023 -0.13286 -0.27130 -0.51562 0.16185 0.21838 0.50532 0 0 0 alby
130.88173 -12.35592 0.08397 0.74504 -1.03267 0.18158 0.17228 0.63248 0 0 0 02na
130.98205 -12.47822 -0.02984 0.33771 -1.89686 0.15711 0.16338 0.75175 0 0 0 01na
130.84399 -12.46664 0.08871 -0.30649 -0.26155 0.20159 0.24453 0.77332 0 0 0 00na
176.12378 -37.88920 1.71157 -2.11141 0.98115 1.04721 0.77907 2.02486 0 0 0 eaxx
176.08130 -38.15288 1.55566 -2.71412 0.84134 0.37520 0.28798 0.84495 0 0 0 cbwu
175.87752 -37.89432 0.77960 -1.34610 0.53305 0.40755 0.34129 0.92493 0 0 0 b4dp
176.03008 -38.38749 3.02558 -4.87083 0.30902 1.16439 1.12349 1.72841 0 0 0 ah9j
176.01788 -38.35959 1.92301 -3.63333 -0.80068 1.02172 1.05695 1.76217 0 0 0 a87p
176.07308 -38.04782 1.39589 -2.21531 1.09235 0.27961 0.46668 0.50214 0 0 0 2383
175.86541 -38.21110 0.69206 -2.42552 0.95369 0.53245 0.50613 0.74136 0 0 0 2382
175.99500 -38.69200 2.56878 -2.51245 -2.83751 1.31000 1.44000 1.30841 0 0 0 2406
176.38256 -40.26498 -15.84001 -11.56892 -1.08962 1.39572 0.19989 0.67048 0 0 0 turi
172.96049 -41.03368 -2.52324 -0.51161 -1.88503 0.26393 0.20869 0.25481 0 0 0 tkhl
169.68411 -45.03834 -29.75904 -13.68443 -0.52936 0.31486 0.26411 0.69490 0 0 0 ldrz
172.78775 -42.39825 -17.24865 -5.54697 0.61769 0.33685 0.29467 0.42747 0 0 0 3608
172.82430 -43.07790 -30.89000 -10.01993 -0.03026 0.58000 0.61000 0.46991 0 0 0 1144
151.23187 -33.91776 0.03806 -0.00954 -1.07770 0.38068 0.23302 1.71379 0 0 0 unx3
137.69581 -34.93885 -0.12975 0.35321 -0.05525 0.64504 0.57960 1.03400 0 0 0 ytwn
119.64580 -31.29069 -0.49270 -0.30455 -1.08224 0.45065 0.17398 0.48300 0 0 0 yelo
135.78438 -34.14415 0.04036 -0.38589 -1.10625 0.36910 0.28044 0.46600 0 0 0 yeel
166.94437 -22.15955 -0.06436 -0.63506 -1.85923 1.16457 0.46831 1.46400 0 0 0 yate
147.32168 -33.70342 0.21094 -0.30344 -1.83325 0.27949 0.43797 0.59100 0 0 0 wwlg
147.37026 -35.10840 0.13230 -0.48397 -1.02903 0.17774 0.32087 0.59183 0 0 0 wwcc
134.35453 -19.93336 -0.24011 0.59080 -1.07523 0.63117 0.30526 0.47600 0 0 0 wmga
