#lon lat ve vn se sn corr name
179.41300 -16.43200 NaN NaN 0.34373 0.26628 0 ului
167.20300 -15.44700 NaN NaN 2.70357 1.14937 0 san7
168.31900 -17.72900 NaN NaN 1.46537 0.81957 0 ptv0
149.10300 -33.30300 NaN NaN 2.46145 2.55825 0 org0
171.31710 -42.24550 NaN NaN NaN NaN 0 h22_227
172.77520 -42.66176 NaN NaN NaN NaN 0 h22_171
172.79279 -42.55283 NaN NaN NaN NaN 0 h22_166
170.25273 -46.00028 NaN NaN 0.63339 0.59283 0 sc05
170.08678 -45.96627 NaN NaN 0.67402 0.59283 0 sc04
170.01286 -46.05740 NaN NaN 0.72305 0.66131 0 sc03
170.01351 -46.16295 NaN NaN 0.59926 0.57821 0 sc02
168.08965 -44.43158 NaN NaN 2.12441 2.91289 0 emyu
168.08881 -44.33111 NaN NaN 2.37394 4.30196 0 emyt
168.26292 -44.32801 NaN NaN 2.60359 6.38132 0 emyr
168.24517 -44.26411 NaN NaN 2.01465 3.20263 0 emyq
168.36308 -44.25372 NaN NaN 4.06230 4.90172 0 emyp
168.41509 -44.16433 NaN NaN 1.22764 1.63516 0 emyn
168.48323 -44.20655 NaN NaN 5.55168 4.17202 0 emym
168.48111 -44.14886 NaN NaN 1.16803 1.22689 0 emyl
168.57875 -44.14430 NaN NaN 1.88497 2.52334 0 emyk
168.58954 -44.07952 NaN NaN 2.68349 1.31642 0 emyj
168.68554 -44.10511 NaN NaN 1.63573 1.60526 0 emyh
170.84155 -45.38222 NaN NaN 0.82021 1.97048 0 eayv
170.86534 -45.39270 NaN NaN 2.13439 2.55330 0 e2k7
169.24485 -44.53500 NaN NaN 13.93067 1.42592 0 ae9g
168.88708 -43.91304 NaN NaN 1.74537 7.66110 0 a3kq
169.30269 -44.73319 NaN NaN 7.63123 0.67265 0 a1m4
175.55300 -39.23600 NaN NaN 0.74000 0.49000 0 9211
176.00900 -38.73400 NaN NaN 1.42000 1.10000 0 9204
175.52700 -39.30300 NaN NaN 0.62000 0.61000 0 9202
174.87400 -41.33400 NaN NaN 1.20000 1.28000 0 8801
175.27300 -41.09300 NaN NaN 0.47000 0.62000 0 8411
175.03800 -41.21900 NaN NaN 1.29000 1.41000 0 8304
174.92900 -41.23500 NaN NaN 0.52000 0.62000 0 8208
174.80400 -41.15500 NaN NaN 0.76000 0.63000 0 8202
174.64600 -41.31100 NaN NaN 1.07000 0.88000 0 8121
175.50600 -40.97400 NaN NaN 1.64000 1.36000 0 7802
175.10500 -41.11500 NaN NaN 0.57000 0.46000 0 7505
175.07900 -41.07700 NaN NaN 0.67000 0.56000 0 7501
174.97800 -41.01300 NaN NaN 0.45000 0.48000 0 7407
175.00100 -41.11400 NaN NaN 0.59000 0.68000 0 7402
176.78500 -37.95300 NaN NaN 1.33000 1.27000 0 6891
170.29300 -43.81600 NaN NaN 0.58000 0.84000 0 6740
169.21300 -43.77400 NaN NaN 0.60000 0.55000 0 6739
169.67900 -43.57500 NaN NaN 0.62000 0.68000 0 6738
169.79400 -43.57100 NaN NaN 0.57000 0.63000 0 6737
169.91000 -43.49000 NaN NaN 0.71000 0.79000 0 6736
169.93900 -43.72500 NaN NaN 0.58000 0.74000 0 6735
169.99800 -43.65800 NaN NaN 0.84000 0.71000 0 6734
169.95800 -43.60600 NaN NaN 0.57000 0.63000 0 6733
169.36600 -43.87200 NaN NaN 0.54000 0.75000 0 6730
169.33800 -43.81500 NaN NaN 0.52000 0.53000 0 6729
169.44700 -43.75200 NaN NaN 0.56000 0.46000 0 6726
169.38400 -43.65000 NaN NaN 0.58000 0.66000 0 6725
169.47200 -43.66900 NaN NaN 0.70000 0.68000 0 6724
169.55600 -43.58800 NaN NaN 0.74000 1.05000 0 6723
169.65400 -43.65200 NaN NaN 0.61000 0.95000 0 6722
169.94400 -43.56600 NaN NaN 0.56000 0.70000 0 6719
169.80600 -43.51600 NaN NaN 1.76000 1.27000 0 6718
169.77400 -43.44700 NaN NaN 0.63000 0.50000 0 6717
169.85400 -43.39600 NaN NaN 0.61000 0.52000 0 6716
169.96000 -43.45600 NaN NaN 0.42000 0.53000 0 6715
170.00100 -43.49500 NaN NaN 0.61000 0.80000 0 6714
170.14900 -43.45600 NaN NaN 0.55000 0.65000 0 6713
170.05500 -43.28500 NaN NaN 0.55000 0.74000 0 6712
170.13300 -43.23600 NaN NaN 0.56000 0.83000 0 6711
170.11000 -43.85900 NaN NaN 0.70000 0.77000 0 6709
170.13200 -43.99700 NaN NaN 0.78000 0.75000 0 6708
170.13300 -44.10700 NaN NaN 1.41000 2.34000 0 6707
170.21800 -43.64200 NaN NaN 0.67000 0.67000 0 6706
170.32500 -43.97600 NaN NaN 0.52000 0.67000 0 6705
170.48000 -44.22400 NaN NaN 0.52000 0.82000 0 6704
170.79600 -44.27900 NaN NaN 0.54000 0.52000 0 6703
170.45100 -43.87800 NaN NaN 0.57000 0.62000 0 6701
169.15000 -52.54500 NaN NaN 0.53000 0.62000 0 5514
171.31400 -43.29800 NaN NaN 0.58000 0.63000 0 5512
171.35400 -43.23900 NaN NaN 0.58000 0.63000 0 5511
168.25300 -46.53700 NaN NaN 0.64000 0.66000 0 5509
172.74300 -43.58100 NaN NaN 0.47000 0.49000 0 5508
166.22800 -50.51700 NaN NaN 0.59000 0.54000 0 5507
183.52200 -43.81900 NaN NaN 2.47000 1.42000 0 5504
174.95200 -41.11400 NaN NaN 0.49000 0.53000 0 5502
175.15500 -41.08800 NaN NaN 0.84000 0.82000 0 5466
175.44700 -41.20400 NaN NaN 0.58000 0.46000 0 5462
175.39100 -41.17000 NaN NaN 0.57000 0.62000 0 5452
175.35300 -41.13500 NaN NaN 0.47000 0.39000 0 5446
175.45000 -41.09000 NaN NaN 0.53000 0.61000 0 5426
175.40500 -41.10800 NaN NaN 1.34000 0.75000 0 5423
175.30900 -41.11000 NaN NaN 0.49000 0.54000 0 5414
175.18500 -41.07900 NaN NaN 0.91000 0.99000 0 5402
175.34850 -41.20350 NaN NaN 0.37951 0.47495 0 5342
175.34300 -41.28400 NaN NaN 0.40000 0.43000 0 5341
175.28400 -41.26100 NaN NaN 0.51000 0.44000 0 5340
175.00900 -41.39000 NaN NaN 0.59000 0.49000 0 5339
174.90200 -41.41800 NaN NaN 0.47000 0.51000 0 5338
174.88100 -41.09000 NaN NaN 0.49000 0.62000 0 5337
175.19700 -41.14500 NaN NaN 0.53000 0.47000 0 5335
175.23000 -41.11900 NaN NaN 0.51000 0.45000 0 5333
175.39400 -41.56700 NaN NaN 0.49000 0.42000 0 5332
175.42600 -41.51300 NaN NaN 0.56000 0.45000 0 5331
175.58500 -41.48700 NaN NaN 0.55000 0.74000 0 5330
175.49700 -41.52600 NaN NaN 0.47000 0.61000 0 5329
175.46800 -41.38200 NaN NaN 0.49000 0.49000 0 5328
175.48000 -41.29300 NaN NaN 0.43000 0.48000 0 5327
175.39400 -41.36600 NaN NaN 0.53000 0.50000 0 5326
175.38300 -41.32300 NaN NaN 0.51000 0.43000 0 5325
175.19800 -41.20900 NaN NaN 0.75000 0.60000 0 5324
175.19600 -41.16600 NaN NaN 0.51000 0.50000 0 5323
174.88400 -41.14100 NaN NaN 0.46000 0.45000 0 5322
174.85600 -41.13100 NaN NaN 0.51000 0.50000 0 5321
174.85400 -41.15600 NaN NaN 0.54000 0.61000 0 5320
174.80400 -41.13300 NaN NaN 0.41000 0.48000 0 5319
174.88000 -41.06000 NaN NaN 0.45000 0.48000 0 5318
174.83900 -41.06200 NaN NaN 0.57000 0.52000 0 5317
174.82300 -41.10900 NaN NaN 0.66000 0.90000 0 5315
174.85500 -41.07500 NaN NaN 2.49000 1.81000 0 5314
174.84800 -41.09400 NaN NaN 0.46000 0.71000 0 5313
174.90200 -41.02500 NaN NaN 0.54000 0.44000 0 5312
174.91400 -41.14200 NaN NaN 0.59000 0.54000 0 5310
174.94900 -41.17000 NaN NaN 0.45000 0.52000 0 5309
174.90600 -41.16300 NaN NaN 1.15637 0.57077 0 5308
174.90700 -41.10500 NaN NaN 0.49000 0.51000 0 5307
174.96800 -41.18500 NaN NaN 0.50000 0.48000 0 5306
174.97100 -41.14500 NaN NaN 0.52000 0.51000 0 5305
175.03200 -41.14800 NaN NaN 0.49000 0.44000 0 5304
175.07200 -41.13600 NaN NaN 0.59000 0.55000 0 5303
175.01100 -41.13700 NaN NaN 0.43000 0.44000 0 5302
175.02800 -41.19100 NaN NaN 0.42000 0.43000 0 5301
171.99500 -43.77600 NaN NaN 0.46000 0.62000 0 5134
171.61100 -43.53800 NaN NaN 0.51000 0.49000 0 5129
171.48300 -42.57400 NaN NaN 0.54000 0.60000 0 5127
171.13700 -42.88800 NaN NaN 0.53000 0.51000 0 5125
171.14000 -42.59400 NaN NaN 0.70000 0.74000 0 5124
171.20600 -42.66200 NaN NaN 0.78000 0.69000 0 5123
171.29100 -42.73600 NaN NaN 0.63000 0.53000 0 5122
171.35000 -42.76800 NaN NaN 0.63000 0.52000 0 5121
171.52300 -42.74400 NaN NaN 0.56000 0.64000 0 5120
171.56500 -42.75900 NaN NaN 0.60000 0.51000 0 5119
171.62400 -42.76900 NaN NaN 0.62000 0.58000 0 5118
171.59800 -42.79000 NaN NaN 0.56000 0.86000 0 5117
171.56100 -42.83200 NaN NaN 0.69000 0.67000 0 5116
171.55900 -42.90800 NaN NaN 0.67000 0.52000 0 5112
171.56900 -42.95000 NaN NaN 0.74000 0.59000 0 5111
171.59200 -42.98200 NaN NaN 0.55000 0.52000 0 5110
171.58900 -43.00900 NaN NaN 0.49000 0.58000 0 5109
171.73500 -43.00800 NaN NaN 2.06000 2.16000 0 5107
171.77900 -43.09200 NaN NaN 0.56000 0.52000 0 5106
171.72500 -43.21300 NaN NaN 0.56000 0.59000 0 5105
171.71000 -43.29400 NaN NaN 0.53000 0.61000 0 5104
171.87500 -43.33000 NaN NaN 0.64000 0.63000 0 5103
172.00300 -43.38000 NaN NaN 0.55000 0.52000 0 5102
172.11800 -43.50200 NaN NaN 0.62000 0.66000 0 5101
175.41700 -40.87300 NaN NaN 0.55000 0.45000 0 5078
171.55700 -42.88300 NaN NaN 0.87000 0.57000 0 5009
172.67300 -43.79400 NaN NaN 0.51000 0.51000 0 5006
173.09000 -43.76400 NaN NaN 0.64000 0.64000 0 5005
172.97400 -43.88500 NaN NaN 0.55000 0.61000 0 5004
171.43000 -43.17500 NaN NaN 0.54000 0.55000 0 5003
171.52800 -43.24800 NaN NaN 0.45000 0.52000 0 5002
171.48300 -42.78500 NaN NaN 2.10000 1.43000 0 5001
169.99400 -44.44200 NaN NaN 1.55000 1.44000 0 4115
169.99800 -44.31400 NaN NaN 1.23000 1.08000 0 4044
170.11200 -44.14100 NaN NaN 0.50000 0.55000 0 4036
170.26900 -44.10500 NaN NaN 0.70000 0.65000 0 4024
170.05100 -44.24300 NaN NaN 0.46000 0.46000 0 4001
175.25400 -41.14000 NaN NaN 0.50000 0.40000 0 3564
175.25300 -41.15200 NaN NaN 0.83000 0.67000 0 3544
175.26800 -41.16000 NaN NaN 0.49000 0.48000 0 3543
175.08850 -41.10550 NaN NaN 1.26924 0.64820 0 3528
171.48600 -42.73300 NaN NaN 0.56000 0.53000 0 3512
171.46200 -42.70800 NaN NaN 1.40000 1.17000 0 3503
171.46300 -42.74050 NaN NaN 0.46529 0.30972 0 3502
176.70300 -38.45400 NaN NaN 1.01000 1.04000 0 2405
177.00900 -37.95500 NaN NaN 1.07000 1.18000 0 2402
176.64400 -38.60800 NaN NaN 0.54205 0.43358 0 2398
176.89200 -39.23400 NaN NaN 0.60000 0.79000 0 2393
176.81900 -39.02900 NaN NaN 0.99000 0.59000 0 2392
177.17800 -38.81500 NaN NaN 0.80000 0.69000 0 2389
176.63000 -39.17900 NaN NaN 0.68000 0.55000 0 2386
176.23600 -38.58500 NaN NaN 1.26000 0.83000 0 2373
176.09400 -38.63300 NaN NaN 0.55000 0.75000 0 2353
176.51700 -38.02600 NaN NaN 1.24000 1.43000 0 2346
176.51000 -38.83100 NaN NaN 0.62000 0.62000 0 2345
176.58400 -38.28600 NaN NaN 0.93000 1.00000 0 2306
176.26000 -38.89000 NaN NaN 0.52000 0.66000 0 2275
175.98600 -38.59800 NaN NaN 2.56000 2.36000 0 2164
176.15600 -38.52100 NaN NaN 0.94000 0.82000 0 2137
176.02100 -38.51800 NaN NaN 1.16000 0.76000 0 2118
175.91500 -38.61600 NaN NaN 0.49000 0.53000 0 2085
176.21400 -38.79100 NaN NaN 0.77000 0.79000 0 2016
176.12100 -38.68600 NaN NaN 1.28000 1.33000 0 2013
175.99700 -38.70900 NaN NaN 1.29000 1.54000 0 2012
176.03000 -38.65700 NaN NaN 1.77000 1.31000 0 2011
175.92700 -38.68300 NaN NaN 1.33000 0.88000 0 2010
175.95700 -38.66600 NaN NaN 1.07000 0.59000 0 2009
175.96700 -38.64400 NaN NaN 1.35000 1.14000 0 2008
175.88500 -38.62400 NaN NaN 0.94000 0.65000 0 2006
175.80500 -38.67200 NaN NaN 0.82000 0.72000 0 2004
175.74600 -38.61000 NaN NaN 1.03000 0.85000 0 2001
177.66400 -38.30000 NaN NaN 0.77000 0.72000 0 1583
175.73700 -40.84900 NaN NaN 0.69000 0.67000 0 1527
176.46900 -39.68800 NaN NaN 0.59000 0.49000 0 1502
176.91700 -39.47900 NaN NaN 0.60000 0.47000 0 1501
171.01300 -42.73400 NaN NaN 0.48000 0.43000 0 1421
170.83000 -42.95300 NaN NaN 0.46000 0.47000 0 1420
171.09600 -42.99600 NaN NaN 0.63000 0.76000 0 1415
171.41900 -43.38600 NaN NaN 0.58000 0.48000 0 1412
171.78600 -43.03600 NaN NaN 0.70000 0.74000 0 1410
171.68900 -43.11300 NaN NaN 0.63000 0.67000 0 1409
172.08600 -43.22300 NaN NaN 0.48000 0.57000 0 1408
171.43400 -43.11400 NaN NaN 0.55000 0.66000 0 1405
171.25700 -43.19600 NaN NaN 0.59000 0.52000 0 1403
171.72300 -43.35600 NaN NaN 0.59000 0.66000 0 1402
171.77000 -43.25800 NaN NaN 0.92000 0.80000 0 1401
171.63500 -43.23300 NaN NaN 0.69000 0.82000 0 1400
172.88800 -34.43200 NaN NaN 0.40000 0.41000 0 1396
177.76900 -37.82500 NaN NaN 0.72000 0.49000 0 1304
177.30800 -37.99500 NaN NaN 0.56000 0.74000 0 1297
178.34900 -38.07500 NaN NaN 0.53000 0.66000 0 1295
177.50900 -38.07500 NaN NaN 0.82000 0.84000 0 1294
177.86300 -38.10900 NaN NaN 0.70000 0.52000 0 1292
177.24400 -38.17500 NaN NaN 0.63000 1.13000 0 1285
176.85700 -38.35000 NaN NaN 1.68000 1.98000 0 1282
178.05700 -38.37200 NaN NaN 0.80000 0.58000 0 1281
178.32500 -38.39700 NaN NaN 0.57000 0.52000 0 1279
176.44800 -38.54500 NaN NaN 0.91000 1.44000 0 1276
178.10200 -38.55800 NaN NaN 0.55000 0.62000 0 1274
177.80500 -38.57500 NaN NaN 0.44000 0.47000 0 1273
177.13900 -38.57700 NaN NaN 0.76000 0.78000 0 1272
176.71300 -38.94300 NaN NaN 0.54000 0.47000 0 1263
175.63700 -39.12900 NaN NaN 0.77000 0.77000 0 1261
177.14800 -39.13000 NaN NaN 0.58000 0.74000 0 1260
175.19800 -39.46000 NaN NaN 0.60000 0.67000 0 1252
175.73600 -39.54200 NaN NaN 0.75000 0.49000 0 1244
175.48100 -39.75500 NaN NaN 0.90000 0.64000 0 1239
176.49700 -40.00100 NaN NaN 0.57000 0.49000 0 1236
176.78300 -40.09300 NaN NaN 0.93000 0.67000 0 1235
176.33900 -40.18100 NaN NaN 0.64000 0.56000 0 1233
175.88100 -40.21100 NaN NaN 0.48000 0.56000 0 1232
175.48800 -40.24000 NaN NaN 0.72000 0.60000 0 1231
176.45300 -40.38500 NaN NaN 0.77000 0.66000 0 1230
175.25900 -40.49300 NaN NaN 0.61000 0.52000 0 1229
175.62500 -40.51000 NaN NaN 0.46000 0.46000 0 1228
176.00600 -40.58000 NaN NaN 0.61000 0.56000 0 1227
175.44300 -40.79700 NaN NaN 0.42000 0.40000 0 1226
173.86800 -40.85400 NaN NaN 2.23000 1.38000 0 1224
175.39000 -41.07500 NaN NaN 0.41000 0.41000 0 1222
175.51300 -41.12800 NaN NaN 0.42000 0.51000 0 1216
175.65200 -41.18000 NaN NaN 0.48000 0.42000 0 1215
174.87400 -41.18300 NaN NaN 0.56000 0.57000 0 1214
174.77800 -41.23100 NaN NaN 0.62000 0.45000 0 1212
174.82800 -41.29400 NaN NaN 0.52000 0.55000 0 1207
174.71100 -41.34100 NaN NaN 0.53000 0.46000 0 1202
175.33200 -41.39900 NaN NaN 0.53000 0.58000 0 1193
172.73500 -42.01400 NaN NaN 0.91000 0.86000 0 1171
172.38000 -43.27000 NaN NaN 0.55000 0.48000 0 1132
172.13700 -43.38000 NaN NaN 0.41000 0.44000 0 1131
171.74200 -43.46800 NaN NaN 0.52000 0.54000 0 1123
171.36100 -43.74700 NaN NaN 0.69000 0.81000 0 1115
171.56500 -44.00800 NaN NaN 0.61000 0.59000 0 1112
171.29900 -44.20500 NaN NaN 0.53000 0.57000 0 1109
171.10300 -44.09100 NaN NaN 0.52000 0.90000 0 1108
170.92000 -44.12200 NaN NaN 0.58000 0.64000 0 1107
170.27800 -44.13900 NaN NaN 2.31000 1.39000 0 1105
171.25800 -44.44300 NaN NaN 0.53000 0.66000 0 1104
171.05700 -44.40100 NaN NaN 0.62000 0.58000 0 1103
170.60300 -44.30000 NaN NaN 0.50000 0.56000 0 1102
170.65400 -44.96800 NaN NaN 1.41000 1.31000 0 1097
170.96500 -44.83000 NaN NaN 1.32000 1.19000 0 1094
170.69500 -44.74400 NaN NaN 1.94000 1.73000 0 1093
170.32600 -44.80400 NaN NaN 1.47000 1.51000 0 1065
169.76300 -44.73400 NaN NaN 0.97000 1.31000 0 1064
169.37900 -44.48300 NaN NaN 2.11000 2.24000 0 1063
169.76900 -44.31800 NaN NaN 1.19000 1.26000 0 1062
169.19100 -44.87200 NaN NaN 0.78000 0.67000 0 1043
169.19800 -45.38800 NaN NaN 0.67000 0.71000 0 1017
167.73900 -45.56200 NaN NaN 0.71000 0.75000 0 1004
167.65500 -45.31400 NaN NaN 0.85000 1.30000 0 1002
170.70900 -44.52000 NaN NaN 0.70000 0.84000 0 eejg
176.67300 -37.86200 NaN NaN 2.41000 2.00000 0 eay8
175.10900 -41.16800 NaN NaN 1.83000 1.50000 0 eaxw
175.32100 -41.60700 NaN NaN 0.98000 1.48000 0 eaxv
175.05100 -41.26300 NaN NaN 1.38000 1.24000 0 eaxu
175.40300 -41.45100 NaN NaN 1.03000 1.25000 0 eaxt
175.35600 -41.52300 NaN NaN 1.42000 0.99000 0 eaxr
175.79100 -41.17900 NaN NaN 1.05000 1.19000 0 eaxq
175.19700 -41.52300 NaN NaN 1.16000 1.13000 0 eaxp
174.70400 -41.23200 NaN NaN 1.84000 0.91000 0 eaxn
167.13500 -45.00400 NaN NaN 1.64000 2.07000 0 dn4g
175.54100 -40.92100 NaN NaN 0.69000 0.60000 0 dk29
176.03100 -40.88600 NaN NaN 0.91000 0.84000 0 dk1u
175.89100 -40.88300 NaN NaN 0.63000 0.61000 0 dk1r
176.06000 -40.71400 NaN NaN 0.62000 0.71000 0 dk1q
175.85700 -40.68200 NaN NaN 0.73000 0.74000 0 dk1p
176.02200 -40.30200 NaN NaN 0.65000 0.69000 0 dk1n
171.73500 -42.71100 NaN NaN 0.88000 0.84000 0 dk0t
171.83200 -42.60700 NaN NaN 0.81000 0.84000 0 dk0r
171.49300 -42.99600 NaN NaN 0.84000 0.92000 0 dk0q
171.48800 -42.91900 NaN NaN 0.86000 1.26000 0 dk0p
171.87700 -42.69300 NaN NaN 0.87000 0.87000 0 dk0n
171.70800 -42.66900 NaN NaN 0.88000 0.76000 0 dk0m
171.79900 -42.78800 NaN NaN 1.06000 1.11000 0 dk0l
174.74900 -41.17800 NaN NaN 1.78000 0.89000 0 df6h
168.67000 -45.04300 NaN NaN 1.67000 0.95000 0 df5e
168.94500 -44.87200 NaN NaN 0.99000 1.01000 0 df5a
168.40900 -44.87300 NaN NaN 1.01000 1.27000 0 df59
168.78600 -44.49800 NaN NaN 1.09000 1.34000 0 df57
168.46900 -44.64400 NaN NaN 1.02000 1.17000 0 df56
168.96600 -44.16700 NaN NaN 0.87000 1.01000 0 df53
168.33800 -44.22900 NaN NaN 0.99000 0.98000 0 df52
168.68500 -44.27200 NaN NaN 1.06000 1.12000 0 df51
167.86800 -44.78500 NaN NaN 0.87000 0.95000 0 df50
167.96700 -44.99700 NaN NaN 1.30000 1.16000 0 df4y
167.37800 -45.69300 NaN NaN 1.36000 1.82000 0 df4x
167.41100 -45.46000 NaN NaN 1.40000 1.23000 0 df4w
167.55900 -45.40200 NaN NaN 1.24000 1.33000 0 df4v
167.18000 -45.34300 NaN NaN 1.67000 1.16000 0 df4u
167.21600 -45.26800 NaN NaN 1.26000 0.89000 0 df4q
167.52600 -45.11500 NaN NaN 1.18000 1.75000 0 df4p
167.63300 -44.86800 NaN NaN 2.13000 1.93000 0 df4n
167.52300 -45.02500 NaN NaN 1.48000 1.28000 0 df4m
166.79700 -45.44300 NaN NaN 1.46000 1.44000 0 df4l
167.07700 -45.52000 NaN NaN 1.36000 1.54000 0 df4k
166.87300 -45.70300 NaN NaN 1.04000 1.38000 0 df4j
166.88600 -45.83400 NaN NaN 1.57000 1.43000 0 df4h
167.11900 -45.70600 NaN NaN 1.09000 1.99000 0 df4g
167.20200 -45.89500 NaN NaN 1.33000 1.90000 0 df4f
166.58300 -45.93700 NaN NaN 1.31000 1.33000 0 df4e
168.41100 -45.09100 NaN NaN 1.38000 1.08000 0 df4d
166.99600 -46.14200 NaN NaN 1.08000 1.76000 0 df4c
167.31900 -44.90600 NaN NaN 2.10000 1.94000 0 df4b
167.64600 -44.72500 NaN NaN 1.14000 1.06000 0 df4a
168.01400 -44.49000 NaN NaN 0.83000 0.84000 0 df49
168.16200 -44.64500 NaN NaN 0.99000 0.78000 0 df48
168.12700 -44.81500 NaN NaN 0.90000 0.82000 0 df47
176.08500 -39.81800 NaN NaN 0.98000 0.60000 0 de4v
175.21300 -39.05700 NaN NaN 0.71000 0.80000 0 ch35
175.40500 -39.36100 NaN NaN 1.57000 1.87000 0 ch34
175.26400 -39.32400 NaN NaN 0.93000 0.74000 0 cbwx
175.31000 -39.43200 NaN NaN 0.63000 0.55000 0 cbwt
171.54100 -42.64900 NaN NaN 0.73000 0.90000 0 c8ub
171.65500 -42.83500 NaN NaN 0.72000 0.78000 0 c8ua
171.35100 -42.80600 NaN NaN 0.67000 0.81000 0 c8u9
171.90200 -42.77500 NaN NaN 0.66000 0.86000 0 befd
171.97800 -42.83300 NaN NaN 0.68000 0.76000 0 befc
171.82100 -42.86800 NaN NaN 0.66000 0.79000 0 befb
175.75800 -38.81700 NaN NaN 1.43000 1.28000 0 be3b
176.04500 -38.54300 NaN NaN 1.31000 1.72000 0 be31
176.13100 -38.52700 NaN NaN 2.49000 1.89000 0 be2x
174.93600 -41.07300 NaN NaN 0.51000 0.67000 0 bdhe
175.30600 -40.94700 NaN NaN 0.46000 0.44000 0 bdhd
175.34800 -40.75000 NaN NaN 0.48000 0.41000 0 bdhc
174.98400 -40.90400 NaN NaN 0.44000 0.47000 0 bdhb
175.62200 -41.01400 NaN NaN 0.46000 0.43000 0 bdha
175.86500 -41.29300 NaN NaN 0.49000 0.52000 0 bdh8
175.68500 -41.12000 NaN NaN 0.49000 0.52000 0 bd8b
175.76200 -40.96800 NaN NaN 0.53000 0.52000 0 bd8a
176.21300 -40.38500 NaN NaN 0.65000 0.68000 0 bd89
176.33200 -40.64100 NaN NaN 0.44000 0.68000 0 bd88
176.46000 -40.55000 NaN NaN 0.72000 1.03000 0 bd87
175.82700 -40.30400 NaN NaN 0.58000 0.83000 0 bd86
175.87500 -40.31300 NaN NaN 0.60000 0.76000 0 bd85
175.88700 -40.30400 NaN NaN 0.59000 0.52000 0 bd84
175.84900 -40.27600 NaN NaN 0.75000 0.67000 0 bd83
175.90800 -40.29000 NaN NaN 0.45000 0.97000 0 bd82
175.67900 -40.55600 NaN NaN 1.33000 1.07000 0 bd81
175.66700 -40.85200 NaN NaN 0.57000 0.58000 0 bd80
177.34400 -38.27600 NaN NaN 0.83000 0.92000 0 bc7h
176.85500 -37.98900 NaN NaN 1.14000 1.13000 0 bar4
176.94300 -37.95500 NaN NaN 1.49000 1.45000 0 bac2
177.96100 -39.09000 NaN NaN 0.80000 0.66000 0 b9fc
176.47500 -40.29300 NaN NaN 0.53000 0.56000 0 b9fb
