170.59720 -45.88370 -29.15216 -13.06407 0.29405 0.25654
170.51090 -45.86950 -28.84660 -12.87497 0.17377 0.19718
174.83439 -36.60280 0.53759 -0.79278 0.08278 0.14129
174.80590 -41.32348 -23.52789 -7.62745 0.31785 0.26591
172.65470 -43.70271 -32.21939 -11.20814 0.26660 0.32905
169.30825 -45.23100 -28.28558 -13.28320 0.57214 0.32105
174.66279 -36.43440 0.30642 -0.66309 0.24282 0.21552
174.31460 -35.80380 0.55396 -0.36624 0.13787 0.10506
176.26090 -37.72880 1.47286 -1.61090 0.37321 0.21885
174.11820 -39.18255 -1.30386 -1.17269 0.23966 0.12550
174.85410 -38.51300 -0.61649 -0.73713 0.14223 0.10261
173.27310 -35.06890 0.08233 -0.37610 0.18284 0.16919
170.98431 -42.71290 -3.57155 -0.88883 0.17559 0.36595
175.10920 -37.80680 -0.36506 -0.90368 0.11474 0.09229
174.78160 -41.29040 -21.65062 -6.37253 0.58413 0.45601
171.80621 -41.74472 -2.59687 -0.87107 0.35829 0.21620
170.92030 -44.65570 -30.23167 -12.84475 0.22198 0.19919
173.43371 -41.18350 -5.58230 -0.63228 1.25032 0.18529
175.58458 -41.06199 -26.12613 -10.87701 0.10805 0.20577
172.26631 -42.78339 -21.62935 -9.54182 0.46904 0.25609
173.53366 -42.42548 -28.16130 -10.41604 0.20727 0.23185
178.30335 -37.56102 5.05446 -17.66025 0.16264 0.15043
168.78555 -44.07320 -12.54255 -4.56555 0.17449 0.12753
170.62940 -45.81431 -29.24024 -12.55766 0.15763 0.18341
175.74958 -36.86541 1.32333 -0.65399 0.11362 0.10717
168.29209 -46.58508 -26.06557 -13.90909 0.50299 0.21658
183.43416 -43.95579 -33.03145 -0.38713 0.28293 0.21088
177.01389 -37.98169 3.79067 -12.53439 0.22508 0.41237
174.82142 -39.78689 -2.73025 -2.22967 0.40117 0.28587
176.08100 -38.74271 3.75698 -5.42001 0.52041 0.46078
169.81582 -43.53168 -7.96571 -2.29865 0.15729 0.13873
175.25479 -41.56921 -32.87942 -9.51907 0.16363 0.31097
