#lon lat ve vn vu se sn su corr corr corr name
175.42405 -40.40930 -13.24355 -4.56986 -1.41227 1.55583 1.02813 1.25249 0 0 0 koro
177.66780 -39.01610 -1.13019 -21.03880 -1.51512 0.27610 0.12632 0.41880 0 0 0 koko
174.90980 -40.86090 -15.48024 -3.23382 -1.54279 2.28458 1.11906 0.62517 0 0 0 kapt
176.87630 -39.79380 -8.72818 -13.55862 -1.79223 0.31050 0.35998 0.41663 0 0 0 kahu
176.72658 -39.61701 -5.87028 -13.27971 -4.36878 0.56804 0.28307 0.68349 0 0 0 hast
177.88601 -38.63532 -0.81515 -18.14646 -1.63193 1.91375 0.98115 0.42690 0 0 0 gisb
173.92160 -40.80180 -6.71218 -0.72627 -2.71483 2.28395 0.43972 0.45978 0 0 0 durv
176.16666 -40.29886 -15.32484 -10.10100 -2.61077 0.67021 0.35511 0.42321 0 0 0 dnvk
174.21380 -41.74900 -23.59296 -8.50639 -0.62914 0.47941 0.54491 0.50200 0 0 0 cmbl
176.24610 -40.67980 -25.74425 -10.10477 -4.69469 0.32304 0.36260 0.48752 0 0 0 birf
176.46120 -40.53980 -24.31303 -12.08401 -4.06313 0.51392 0.18133 0.41632 0 0 0 akto
173.98420 -41.56066 -14.00429 -3.84934 -1.49158 1.71008 0.97321 0.57783 0 0 0 with
177.41540 -38.49556 1.85135 -16.30238 0.21706 0.13787 0.23386 0.59123 0 0 0 rawi
177.30760 -38.04650 2.97408 -14.55506 -1.82908 0.18335 0.21173 0.40522 0 0 0 optk
174.06030 -41.01930 -9.88391 -1.02448 -2.11587 2.76328 1.92958 0.70679 0 0 0 okoh
168.11820 -45.36651 -25.35966 -11.73319 -0.33489 1.04284 0.39857 0.43281 0 0 0 mavl
175.24060 -40.58880 -14.57966 -4.10919 -1.13576 2.06743 1.02115 1.21791 0 0 0 levn
177.23440 -39.07720 0.95039 -17.46753 -1.43845 0.21404 0.21604 0.45060 0 0 0 wahu
175.23810 -40.08030 -4.83898 -2.15933 -2.38828 0.44170 0.24572 0.39550 0 0 0 gnbk
166.68071 -46.16619 -23.98483 -12.13076 1.39644 0.74956 0.43107 0.58851 0 0 0 pygr
176.06317 -39.48918 -1.44061 -6.53755 -0.26306 0.18736 0.44451 0.38135 0 0 0 bhst
169.88531 -43.58403 -13.61466 -3.60710 1.34735 0.30571 0.13971 0.44592 0 0 0 waka
175.34641 -39.28927 -0.77424 -2.12373 -0.48779 0.15663 0.24576 0.46483 0 0 0 vgpk
175.88569 -40.77601 -24.59890 -10.35642 -4.80232 0.38090 0.33042 0.65044 0 0 0 tint
176.51462 -38.33889 2.14094 -8.06161 -1.70408 0.13761 0.34653 0.63331 0 0 0 rgrr
175.99928 -40.60108 -23.24138 -10.35502 -3.90881 0.74566 0.61682 0.59593 0 0 0 ptoi
175.42692 -41.38152 -32.54273 -9.70268 -4.82236 0.20167 0.25790 0.40460 0 0 0 parw
177.88330 -38.92260 1.05173 -19.98092 -3.44544 0.63137 0.20508 0.54666 0 0 0 pari
174.95210 -41.02180 -17.87712 -5.03534 -1.25874 1.30072 0.41220 0.37020 0 0 0 paek
175.76132 -40.38542 -16.27227 -7.45404 -1.12301 1.42130 0.76253 1.52328 0 0 0 nrrd
176.80661 -39.09702 1.93233 -14.71299 -0.01784 0.18578 0.27041 0.52315 0 0 0 nmai
177.52620 -38.33382 1.97336 -16.32315 0.43674 0.14128 0.15072 0.38144 0 0 0 matw
175.57488 -40.66870 -19.55483 -7.34126 -2.09185 0.77575 0.20550 0.60711 0 0 0 mang
169.77516 -43.60839 -11.29110 -3.23044 1.03301 0.52067 0.15417 0.31755 0 0 0 kara
175.51519 -40.89722 -20.86626 -9.77181 -2.67065 0.66163 0.30531 0.49671 0 0 0 hold
177.56938 -38.68681 0.58301 -16.86180 0.56997 0.89019 0.14192 0.39576 0 0 0 hana
178.21110 -38.48800 -3.31050 -17.73470 -0.57212 1.67277 0.32241 0.49107 0 0 0 cnst
169.85585 -43.66623 -16.06859 -6.55381 3.38407 0.49529 0.37594 0.40319 0 0 0 cncl
175.14549 -41.14468 -23.60279 -8.39324 -2.16826 0.69343 0.39584 0.61639 0 0 0 clim
147.05569 -19.26928 0.18081 0.28228 -0.78287 0.10537 0.07888 0.29766 0 0 0 tow2
117.09719 -20.98143 -0.37254 0.50041 -0.58553 0.09069 0.07048 0.41698 0 0 0 karr
147.43874 -42.80471 0.11900 -0.43452 -1.02323 0.09594 0.12738 0.11721 0 0 0 hob2
133.80983 -31.86666 0.29945 -0.17101 -0.52738 0.06222 0.06844 0.29440 0 0 0 cedu
133.88552 -23.67012 0.17753 0.19327 -0.55023 0.07471 0.06880 0.20335 0 0 0 alic
177.81142 -38.43749 0.56957 -18.28057 -0.87091 0.43757 0.24770 0.62898 0 0 0 tkar
178.00589 -38.16241 1.35494 -18.70212 2.42898 0.16480 0.17885 0.50374 0 0 0 tauw
177.34750 -38.77961 1.65820 -17.10471 -0.92751 0.32065 0.29228 0.47794 0 0 0 snst
175.40432 -41.18691 -29.22595 -10.34241 -4.40503 0.17331 0.28739 0.71959 0 0 0 rdlv
177.67753 -37.96500 2.58257 -16.09908 -0.17946 0.19100 0.16185 0.55353 0 0 0 raum
177.08608 -38.91619 2.17889 -16.03187 -0.06416 0.19117 0.22337 0.47311 0 0 0 rahi
175.24138 -41.00159 -20.77307 -7.54616 -2.17979 1.43356 0.66862 0.79972 0 0 0 mtqn
176.74973 -38.61686 3.09925 -11.61430 -0.61550 0.17258 0.44404 0.47662 0 0 0 ming
171.57530 -43.59135 -30.20050 -13.35429 -0.86361 0.21263 0.34183 0.40629 0 0 0 meth
173.79381 -41.29139 -9.31568 -1.29211 -1.31561 2.17899 1.34299 0.48812 0 0 0 maha
176.77281 -38.05253 0.37140 -10.99675 -1.22780 0.42472 0.40568 0.45831 0 0 0 rgkw
178.40870 -37.82500 6.49630 -20.10275 -0.18989 0.36961 0.21303 0.44346 0 0 0 wmat
175.78560 -39.68250 -2.48649 -4.84195 0.81356 0.29260 0.21214 0.57101 0 0 0 thap
177.69789 -38.81420 -1.07930 -17.45723 0.69898 1.14317 0.15988 0.36375 0 0 0 prtu
175.53615 -40.18138 -8.13065 -2.65072 -0.67888 0.97239 0.53329 1.23902 0 0 0 mtbl
175.45928 -39.97628 -4.66107 -3.25797 -0.60409 0.38198 0.23814 0.49939 0 0 0 grng
178.04600 -38.41145 -0.21520 -18.49668 0.37898 0.61662 0.40475 0.40899 0 0 0 ahti
176.44060 -40.06420 -10.95686 -11.10326 -2.80157 0.41525 0.15139 0.37737 0 0 0 wpuk
176.54300 -39.89589 -10.42327 -11.53582 -3.50893 1.14322 0.14522 0.43693 0 0 0 wpaw
176.20048 -39.91679 -7.38725 -9.61684 -1.66260 0.85802 0.41042 0.68055 0 0 0 pnui
176.69655 -39.44420 -0.61773 -14.13943 -2.62413 0.88742 0.29697 0.35982 0 0 0 mcnl
176.42279 -39.42402 -1.09684 -11.78644 -1.99699 0.22815 0.67003 0.52356 0 0 0 kawk
175.81083 -38.61102 -0.03688 -2.47546 -0.59006 0.16348 0.14316 0.60626 0 0 0 tgtk
175.77015 -38.86337 -1.71826 -3.36115 0.64848 0.13541 0.15039 0.64883 0 0 0 tgra
175.71191 -38.67810 -0.57292 -2.01238 -0.28603 0.08960 0.13119 0.50503 0 0 0 tghr
176.19418 -38.17662 1.73754 -2.66193 -0.36155 0.41755 0.36509 0.67809 0 0 0 rgut
176.50610 -38.23379 0.48441 -7.03798 -5.69575 0.27169 0.33341 0.71763 0 0 0 rgta
176.52120 -38.05728 1.21860 -5.08299 -1.85843 0.16482 0.59538 0.51807 0 0 0 rgre
176.46711 -38.13832 1.85532 -8.97987 -10.46391 0.35285 0.42035 0.66439 0 0 0 rgmk
176.38571 -38.00329 1.28834 -3.70132 -1.75828 0.30527 0.38155 0.56778 0 0 0 rgli
176.24408 -38.02008 1.25830 -2.34658 -0.59947 0.23800 0.31890 0.62161 0 0 0 rgka
176.28798 -38.38579 3.13005 -5.39724 -0.49150 0.29900 0.67962 0.74830 0 0 0 rghr
176.34303 -38.56204 2.00399 -7.78746 -2.20725 0.16206 0.18978 0.65558 0 0 0 rgar
175.17040 -40.81650 -16.66189 -4.49633 -1.33959 2.77048 0.84861 0.70942 0 0 0 otak
170.19014 -43.86249 -24.80340 -11.91219 2.46989 0.55687 0.41827 0.29532 0 0 0 bnet
115.34698 -29.04656 -0.32793 -0.01154 -0.25477 0.10432 0.10168 0.56485 0 0 0 yar2
148.98000 -35.39920 0.19428 -0.04914 -0.90583 0.07653 0.07300 0.42603 0 0 0 tid2
151.15038 -33.78087 -0.10961 -0.08843 -0.78154 52.51249 388.62772 0.69692 0 0 0 sydn
116.19272 -31.04873 -0.25013 -0.02591 -0.88021 0.08455 0.07533 0.23595 0 0 0 nnor
144.97534 -37.82941 0.59447 0.24199 -1.22046 0.10465 0.13366 0.30930 0 0 0 mobs
164.28734 -20.55869 -0.01925 -0.02108 -0.82038 0.25109 0.21881 0.26739 0 0 0 kouc
138.64735 -34.72900 0.14018 0.16224 -1.09403 0.18452 0.16646 0.57753 0 0 0 ade1
174.62764 -41.27805 -18.49842 -3.46545 -0.18740 1.09413 0.91107 0.62537 0 0 0 trwh
182.07105 -29.24467 -14.34064 -14.83191 -6.10712 0.43831 0.37395 0.53975 0 0 0 raul
169.92154 -43.66059 -17.43369 -6.83620 3.29611 0.39821 0.24895 0.44614 0 0 0 pilk
170.35053 -43.33641 -11.11300 -2.39588 2.99929 0.19292 0.33514 0.41702 0 0 0 mtpr
176.22338 -40.46864 -21.36400 -11.57929 -4.39058 0.81848 0.48188 0.47720 0 0 0 mnhr
170.10551 -43.77733 -22.18755 -10.44574 4.61549 0.37629 0.21300 0.20114 0 0 0 horn
177.40987 -38.93930 0.01668 -18.21812 -1.72987 0.36081 0.37423 0.46084 0 0 0 frtn
131.13274 -12.84370 0.02150 0.36510 -0.69641 0.12992 0.12366 0.43137 0 0 0 darw
176.13641 -38.61758 0.61506 -5.89274 -4.75373 0.59548 0.95240 1.00599 0 0 0 arta
176.35229 -38.25192 1.98257 -6.23982 -4.11782 0.67287 0.37040 1.07042 0 0 0 rghl
175.96291 -40.06158 -7.79446 -8.44086 -1.10274 0.50155 0.21336 0.45441 0 0 0 takp
175.18193 -39.80477 -2.81023 -2.28213 -0.32259 0.27715 0.49234 0.56084 0 0 0 pkno
175.79069 -39.91829 -4.46723 -5.76172 1.81018 0.45170 0.31222 0.82648 0 0 0 ohin
176.20004 -40.11332 -9.93417 -8.55770 -1.30961 0.65121 0.32227 0.92097 0 0 0 nrsw
178.29122 -38.26821 1.90856 -19.52681 -2.18282 0.95479 0.14355 0.57426 0 0 0 anau
176.62116 -39.74720 -8.56906 -11.30358 -4.72921 2.44143 0.16108 0.87771 0 0 0 rakw
176.68069 -40.10436 -13.15731 -13.43567 -0.55731 1.39942 0.51536 0.39426 0 0 0 oroa
176.02883 -39.70338 -3.42498 -6.87412 -0.49832 0.46167 0.27434 0.96097 0 0 0 mkno
177.06980 -39.17230 0.16389 -16.64801 -1.98567 0.35414 0.32912 0.46494 0 0 0 kuta
175.59785 -39.32693 -0.59618 -3.00526 -0.54901 0.30678 0.13538 0.65957 0 0 0 vgwn
175.58898 -39.28240 -0.21933 -2.79878 -1.84514 0.45437 0.20371 0.66781 0 0 0 vgwh
175.60894 -39.27726 -0.49126 -2.79244 -1.56455 0.35025 0.21183 0.64181 0 0 0 vgts
175.54831 -39.29841 -0.31558 -2.59225 -1.11305 0.22807 0.15234 0.69827 0 0 0 vgtr
175.66514 -39.16307 0.08713 -2.51891 -3.14772 0.23647 0.13395 0.61297 0 0 0 vgot
175.54224 -39.19983 0.29584 -2.44489 -1.98650 0.30531 0.12180 0.51990 0 0 0 vgob
175.55269 -39.25515 0.07607 -2.48340 -0.92928 0.23203 0.13160 0.47914 0 0 0 vgfw
176.04747 -38.84584 2.62272 -6.94838 0.98087 0.42859 0.94726 0.87613 0 0 0 tgoh
148.26461 -32.99876 0.23814 -0.89772 -0.13818 0.22955 0.25215 0.68953 0 0 0 park
166.48489 -22.22832 0.79401 -0.44274 -1.10285 0.26968 0.25052 0.30296 0 0 0 nrmd
167.26378 -20.91799 0.54388 0.52779 -1.93838 0.29346 0.38446 1.55008 0 0 0 lpil
132.15328 -14.37600 -0.04564 0.04465 0.30582 0.23055 0.10190 0.78027 0 0 0 kat1
200.19939 -21.20103 -76.54595 18.02396 -0.30176 0.14486 0.26694 0.39622 0 0 0 ckis
152.32101 -24.90822 0.49331 0.17356 -0.66192 0.14976 0.14522 0.27333 0 0 0 bndy
169.89321 -43.63770 -15.62606 -6.23313 3.39819 0.27971 0.18970 0.39674 0 0 0 vexa
210.39369 -17.57703 -82.91756 27.53568 -0.89709 0.16437 0.24931 0.30656 0 0 0 tah1
115.88525 -31.80196 0.03705 -0.25600 -2.18277 0.13665 0.11176 0.49160 0 0 0 pert
170.06122 -43.75612 -20.48831 -9.11976 2.00725 0.60389 0.37626 0.22897 0 0 0 nett
210.38570 -17.55531 -83.08724 27.63693 -0.95843 0.21159 0.35827 0.30970 0 0 0 faa1
96.83397 -12.18834 0.94432 1.48689 -0.73180 0.23201 0.56336 0.49644 0 0 0 coco
166.41020 -22.26984 0.24117 0.02497 -1.50260 0.30088 0.15911 0.78260 0 0 0 noum
175.85849 -38.97713 -0.07442 -4.35332 -1.80324 0.17969 0.13121 0.76847 0 0 0 tgri
175.99633 -38.81286 2.35081 -6.63270 0.11383 1.77607 0.33780 1.54724 0 0 0 tgho
176.89617 -38.00320 3.70708 -11.64577 -0.37300 0.21807 0.21969 0.77595 0 0 0 rgaw
176.21085 -38.35257 1.33358 -2.93941 -2.07298 0.29057 0.12589 0.76792 0 0 0 rgwv
176.23225 -38.25659 3.16169 -4.78419 -1.88736 0.34006 0.37250 1.06235 0 0 0 rgon
175.13650 -41.34050 -29.67866 -8.97757 -4.49555 0.57095 0.79053 0.50619 0 0 0 bthl
176.37012 -39.64315 -3.73039 -10.82083 -1.63494 0.76192 0.36419 0.76352 0 0 0 kere
175.93930 -38.67343 1.50624 -1.58083 -2.12976 0.17839 0.35049 0.73091 0 0 0 tgwh
176.37800 -38.10470 1.15308 -4.99559 -2.12301 0.45575 0.56460 0.72871 0 0 0 rgcr
184.82078 -21.14471 72.88039 -37.75089 1.00935 0.80875 0.54202 1.00311 0 0 0 tong
153.03530 -27.48489 0.22365 0.37059 -1.49642 0.14620 0.14031 0.49278 0 0 0 sunm
190.07293 -19.07653 -78.51768 8.04308 -0.92923 0.13287 0.46826 0.38646 0 0 0 nium
116.63749 -26.69664 -0.36449 -0.03951 -0.02645 0.59329 0.38747 1.55796 0 0 0 mro1
168.31514 -17.74397 -81.63613 -35.97751 -2.68701 0.65144 0.93562 1.52321 0 0 0 vanu
166.21537 -21.60858 0.54161 0.49981 -1.06433 0.25606 0.26671 0.59378 0 0 0 thio
149.01005 -35.31569 0.26681 -0.06332 -1.34234 0.10864 0.28754 0.27865 0 0 0 str2
188.26158 -13.84921 -86.92137 5.27777 -2.10432 1.12608 0.58122 1.19388 0 0 0 samo
169.92106 -43.70206 -18.05668 -6.79992 4.04527 0.90766 0.68124 0.50239 0 0 0 redd
210.42728 -17.53308 -83.34884 27.54051 -1.66582 0.31829 0.21759 0.36071 0 0 0 pape
178.08260 -37.89398 2.55229 -16.80730 1.92313 0.73528 0.38877 0.49820 0 0 0 paki
167.93883 -29.04334 0.26087 0.00191 -0.90956 0.25843 0.12646 0.49995 0 0 0 norf
169.85252 -43.72079 -17.51024 -7.41960 3.52956 0.42230 0.37338 0.98931 0 0 0 maka
158.93583 -54.49953 -8.14856 -18.80569 -1.50233 0.50501 0.51704 0.47263 0 0 0 mac1
159.06120 -31.51988 0.41450 -0.03978 -0.70302 0.16429 0.12697 0.38953 0 0 0 lord
169.73677 -43.64298 -12.66591 -3.16743 0.24798 0.25903 0.43119 0.54119 0 0 0 leoc
159.07852 -31.54146 -0.07191 0.60474 -0.94234 0.19092 0.23504 0.45414 0 0 0 ldhi
177.44658 -17.60881 -6.66280 -5.63960 -1.22695 0.36457 0.29074 0.69708 0 0 0 laut
188.00047 -13.83221 -86.81555 4.69050 -2.02137 0.43418 0.46518 0.58696 0 0 0 fale
250.65560 -27.12498 56.55144 27.61017 -0.46267 0.31836 0.46459 0.36923 0 0 0 ispa
250.61671 -27.14821 57.91157 27.74456 -0.76758 0.43381 0.69304 0.27408 0 0 0 eisl
175.58970 -39.11514 1.56282 -2.31417 -2.69586 0.14062 0.24093 0.60891 0 0 0 vgwt
176.36592 -38.09366 1.16000 -2.93306 -0.38661 0.13477 0.12438 1.88018 0 0 0 rghd
175.45174 -39.73010 -2.70970 -2.62190 0.01953 0.27184 0.30590 0.58945 0 0 0 whvr
178.12913 -38.64379 -2.41890 -20.27932 -0.66313 0.79111 0.37247 0.66462 0 0 0 mako
175.64131 -39.09440 1.50573 -3.56259 -3.10200 0.23413 0.15650 0.39118 0 0 0 vgkr
174.91700 -41.23510 -23.36826 -7.24161 -3.31510 0.77918 0.73707 0.85482 0 0 0 grac
176.20160 -40.90980 -27.69406 -10.39072 -4.05650 0.27875 0.25559 0.37050 0 0 0 cast
132.89406 -12.65917 -0.40342 0.36648 -2.18334 0.15705 0.39827 1.50373 0 0 0 jab2
105.68850 -10.44996 0.13373 0.63504 -0.09589 0.28774 0.17512 0.26578 0 0 0 xmis
128.29617 -25.03720 0.04264 0.17519 -0.71810 0.25831 0.14826 0.20014 0 0 0 wara
164.46992 -20.83628 0.15233 -0.61119 -0.58848 0.49428 0.24177 0.32545 0 0 0 uaco
166.21689 -22.01152 -0.02975 0.36271 -1.65699 0.21586 0.21805 0.41362 0 0 0 ttta
210.52446 -23.34180 -74.29667 27.39508 -1.38689 0.27546 0.32373 0.27238 0 0 0 tbtg
142.05742 -29.45016 0.08478 0.17505 -0.74594 0.23944 0.28983 0.38097 0 0 0 tbob
147.93085 -42.54644 0.06311 -0.32250 -1.36102 0.18142 0.15018 0.41474 0 0 0 spby
130.89153 -12.42430 -0.50501 0.86699 -0.41688 0.35767 0.47326 0.89617 0 0 0 sa39
141.61347 -38.34439 0.37117 -0.58548 -0.57655 0.49237 0.19294 0.44048 0 0 0 ptld
164.02378 -20.23165 0.59643 1.12436 -1.53797 0.70097 0.41102 0.66885 0 0 0 poum
165.35132 -20.93788 -0.09047 0.67209 -0.83881 0.54404 0.55647 0.48832 0 0 0 pdme
166.44252 -22.26479 -0.29312 -0.01472 -1.79164 0.18496 0.23038 0.61046 0 0 0 nmea
169.98450 -43.72658 -19.62563 -8.73677 3.64398 0.56094 0.37112 0.84920 0 0 0 mcke
165.37548 -21.48034 -0.29743 0.10504 -1.10056 0.29341 0.23048 0.39492 0 0 0 lcap
142.29621 -10.59037 -0.23221 0.49473 0.11528 0.18074 0.30015 0.57801 0 0 0 hnis
115.73858 -31.82552 -0.14665 -0.58066 -2.05841 0.18204 0.12314 0.76064 0 0 0 hil1
225.03518 -23.13036 -77.91699 40.40746 -0.85343 0.23191 0.39230 0.34223 0 0 0 gamb
181.87906 -14.30780 -84.05803 -0.29467 -1.13956 0.41491 1.79415 0.38038 0 0 0 ftna
121.89433 -33.87432 -0.06498 -0.34564 -1.06724 0.18748 0.10850 0.30664 0 0 0 espa
130.95593 -12.44331 -0.62364 0.35764 -0.36928 0.20632 0.32170 0.58816 0 0 0 dwni
153.26654 -27.52615 0.12011 0.00680 -1.17827 0.12388 0.15461 0.49561 0 0 0 clev
122.20909 -18.00397 -0.15853 0.36181 -1.15211 0.36041 0.14912 0.63955 0 0 0 bro1
189.27756 -14.32609 -86.20465 6.48247 -2.55698 0.82017 0.54756 2.34639 0 0 0 aspa
117.81019 -34.95023 -0.13353 -0.18943 -0.76380 0.16179 0.21843 0.50541 0 0 0 alby
130.88173 -12.35592 0.08411 0.84283 -1.24517 0.18171 0.17226 0.63212 0 0 0 02na
130.98205 -12.47822 -0.02970 0.43549 -2.10957 0.15710 0.16343 0.75206 0 0 0 01na
130.84399 -12.46664 0.08886 -0.20898 -0.47424 0.20167 0.24460 0.77295 0 0 0 00na
176.12378 -37.88920 1.71157 -2.03312 0.72889 1.04706 0.77920 2.02493 0 0 0 eaxx
176.08130 -38.15288 1.55565 -2.63613 0.58872 0.37537 0.28815 0.84438 0 0 0 cbwu
175.87752 -37.89432 0.77963 -1.26798 0.28078 0.40742 0.34131 0.92495 0 0 0 b4dp
176.03008 -38.38749 3.02558 -4.79308 0.05608 1.16443 1.12368 1.72745 0 0 0 ah9j
176.01788 -38.35959 1.92301 -3.55557 -1.05358 1.02166 1.05694 1.76144 0 0 0 a87p
176.07308 -38.04782 1.39589 -2.13715 0.83987 0.27955 0.46656 0.50234 0 0 0 2383
175.86541 -38.21110 0.69207 -2.34763 0.70099 0.53249 0.50567 0.74186 0 0 0 2382
175.99500 -38.69200 2.56878 -2.43510 -3.09087 1.31000 1.44000 1.30848 0 0 0 2406
176.38256 -40.26498 -15.83985 -11.49360 -1.34507 1.39561 0.19993 0.67055 0 0 0 turi
172.96049 -41.03368 -2.52317 -0.43727 -2.14150 0.26388 0.20867 0.25477 0 0 0 tkhl
169.68411 -45.03834 -29.75890 -13.61567 -0.79088 0.31475 0.26452 0.69507 0 0 0 ldrz
172.78775 -42.39825 -17.24865 -5.47383 0.35946 0.33686 0.29475 0.42752 0 0 0 3608
172.82430 -43.07790 -30.89000 -9.94760 -0.28934 0.58000 0.61000 0.47020 0 0 0 1144
151.23187 -33.91776 0.03824 0.07261 -1.32440 0.38074 0.23305 1.71383 0 0 0 unx3
137.69581 -34.93885 -0.12984 0.43467 -0.30340 0.64511 0.57965 1.03400 0 0 0 ytwn
119.64580 -31.29069 -0.49253 -0.21943 -1.32511 0.45074 0.17408 0.48300 0 0 0 yelo
135.78438 -34.14415 0.04029 -0.30366 -1.35327 0.36905 0.28038 0.46600 0 0 0 yeel
166.94437 -22.15955 -0.06470 -0.54301 -2.08797 1.16459 0.46824 1.46400 0 0 0 yate
147.32168 -33.70342 0.21102 -0.22097 -2.07964 0.27955 0.43787 0.59100 0 0 0 wwlg
147.37026 -35.10840 0.13248 -0.40302 -1.27743 0.17773 0.32077 0.59152 0 0 0 wwcc
