NASA MEaSUREs project: Extended Solid Earth Science ESDR System (ESESES)
Station velocities and uncertainties 
Derived from daily displacement time series - combined product (weighted mean)
Uncertainties include the effects of colored noise in daily time series
The north, east and up velocities are assumed to be uncorrelated 
Note: Velocities are given only for stations with a minimum of 2.5 years of data
The reference frame is IGS14 (ITRF2014)
Reference: 
Bock, Y., Moore, A.W., Argus, D. F., Fang, P., Jiang, S., Kedar, S., Knox, S.A. Liu, Z. & Sullivan A. (2021), 
Extended Solid Earth Science ESDR System (ES3): Algorithm Theoretical Basis Document: Chapter 4.2
http://garner.ucsd.edu/pub/measuresESESES_products/ATBD/ESESES-ATBD.pdf (username:anonymous; password: your e-mail address)

Velocity units: mm/yr
Ellipsoid Height units: meters
Lat/Long: decimal degrees

Site Longitude   Latitude   Height      Nvel     Evel     Uvel   Nerr   Eerr   Uerr
npld 359.66036223 51.42098019   72.643    14.36    15.91      0.2   0.33   0.25   0.45 
nply 174.11817405 -39.18255614  416.947    39.86      0.3    -1.44   0.06   0.07   0.22 
npoc 204.89040638 19.39299715  809.651    28.44   -55.61    -2.42   1.74    0.8   3.66 
nprg 247.17207441 43.59719293 1500.803    -9.92   -15.99    -0.19    0.2   0.17   0.58 
npri 288.67246405 41.50984645  -13.098     5.84   -14.95    -0.66   0.06   0.08    0.2 
nrc1 284.37617416 45.45416215   82.461     3.84   -16.18     3.07   0.07   0.06   0.14 
nrc2 284.3761731 45.45416233   82.472     3.31   -16.16     3.67   0.41   0.32   1.02 
nrif 35.03604114 30.03841836  457.528    20.71    24.54     0.77   0.05   0.06   0.16 
nril 88.35977819 69.3618334   47.906    -1.99    22.31     1.79   0.05   0.05   0.23 
nrl1 282.97559722  38.820747  -18.187     3.57   -14.38    -1.79   0.22   0.12   0.62 
nrmd 166.48488447 -22.22832639  160.331     45.6    20.96    -1.28    0.1   0.08   0.19 
nrmg 166.48488588 -22.22832368  160.334    45.23    21.17    -1.05   0.14   0.13   0.31 
nrrd 175.76133796 -40.38543849  500.684    31.85   -12.82    -1.24   0.17   0.69   0.68 
nrsk 342.27458591 79.15502751  347.957    20.83    -9.49      6.0    0.2   0.17   0.29 
nrsw 176.20003763 -40.11332339  364.089    30.86   -10.22    -2.47   0.32   0.65   0.56 
nrwy 249.32228305 44.71484819 2342.660    -9.71   -15.08     1.15   0.24   0.28    0.9 
nssp 44.50292401 40.22645384 1194.735    17.53    28.88     0.82   0.12   0.11    0.4 
nsss 243.02732125 32.57931371  123.605    18.53   -39.29    -0.58   0.05   0.05   0.12 
ntka 233.38338904 49.59236349   -1.566    -5.71     -4.7     3.66   0.04   0.05   0.14 
ntus 103.6799555 1.34580238   75.397    -5.56    29.85     0.38   0.06   0.08   0.15 
nupm 204.82470034 19.38472159  933.202    63.99   -80.45     8.91   3.74    2.2   2.15 
nurk 30.08968247 -1.94455128 1483.845    17.64    25.36    -1.12   0.13   0.18   0.67 
nuuk 308.26884065 64.18355269  109.374    12.07   -17.71    -0.39   0.62   0.72   3.11 
nvsk 83.23544251 54.84061111  123.101     -0.9    26.34    -0.94   0.11   0.12   0.48 
nwbl 297.79729435 16.82041441  146.649    20.93     9.89      3.5   0.18   0.13   0.22 
nwcc 270.54171191 36.41661576   64.842     0.04   -14.14    -0.85   0.06    0.1   0.25 
nwot 254.40947202 40.05538665 3522.458    -6.23   -14.23     -0.7   0.27   0.44   0.99 
nya1 11.86530611 78.92955389   84.167    14.68     10.4     9.19   0.03   0.04   0.28 
nya2 11.8586338 78.93033132   81.389     14.4     9.91    11.15   0.11   0.07   0.39 
nyac 11.8653098 78.9295549   79.058    14.62    10.67     8.16   0.09   0.08   0.48 
nyal 11.86507987  78.929583   78.388     14.4    10.16     9.02   0.05   0.04   0.25 
nzrt 35.33144682 32.78249638  411.695    20.45    22.67    -0.65   0.08   0.06   0.22 
oaes 243.9322646 34.14100522  604.769    -5.13   -16.55     0.01   0.06   0.06   0.12 
oafa 291.37673093 -31.50868161  727.371    13.94     7.68     6.74   7.04   6.29   6.98 
oakr 237.555434 43.73833857  375.896    -6.41   -11.98    -1.74   0.07   0.09   0.57 
oat2 241.39862576 34.32989017 1112.563     13.2   -38.18     3.66    0.3   0.22   0.68 
oax2 263.28326072 17.07833974 1607.249     0.88     -5.6    -1.09   0.17   0.09   0.21 
obe2 11.27986933 48.08616944  641.425    15.72    20.43     0.92   0.16   0.17   0.69 
obe3 11.27980577 48.08618428  642.337    15.89    20.34    -0.11   0.22   0.18   0.92 
obe4 11.27785692 48.08480508  650.492    15.67    20.29     0.13   0.12    0.1   0.34 
obec 236.90185129 44.06596515  111.835    -5.45   -10.97    -0.51   0.07   0.09   0.18 
ober 11.27986481 48.08616799  641.351    15.71     20.5    -1.39   0.29   0.23   0.81 
obsr 238.18463437 46.89979788 2363.111    -8.28    -9.26    -0.31   0.15   0.26   0.22 
ocen 235.84028558 46.95237122  -17.379    -0.51    -0.22     0.56   0.06   0.07    0.2 
ocsd 242.65326504 33.24066683   42.902    18.55   -38.64    -0.84   0.13   0.08    0.2 
odot 236.9991924 44.89666122   51.233    -5.65    -9.21    -2.17    0.1   0.12   1.33 
ods5 257.68483676 31.87392548  858.783    -5.92   -12.11    -0.79   0.17   0.21   0.53 
odsa 241.28741059 47.32897479  468.270   -10.01   -13.47    -1.22    0.1   0.12    0.4 
oeoc 242.25586787 33.76585701  358.625    17.02   -37.88    -1.03   0.05   0.06   0.11 
ofw2 249.16884967 44.45110748 2280.616    -9.66   -14.96    -8.26   0.09    0.2   1.32 
ofwy 249.16813465 44.45177541 2287.984    -11.4   -15.16     0.12   0.34   0.37    1.2 
oghs 242.95823503 33.13060606  185.247    17.96    -38.4    -0.17   0.13   0.19   0.44 
ohi2 302.09866637 -63.32108141   32.441     9.89    15.43     2.81   0.14   0.12   0.36 
ohi3 302.09861337 -63.32109261   32.596      9.7     15.5     2.28   0.15   0.13    0.4 
ohig 302.09965749 -63.320724   30.637     10.3    14.31     4.91    0.5   0.43   1.08 
ohin 175.79067552 -39.91828987  530.672    33.97    -4.37     0.01   0.31   0.45   0.49 
ohln 237.72701255 38.00625252   -0.536     6.04    -27.0    -0.71   0.05   0.07   0.17 
okee 277.4051291 42.91386251  159.719     2.97   -16.79    -1.89    0.1   0.14   0.22 
okfg 192.0884459 53.41070827  212.021   -21.34   -13.59     0.61   0.18   1.21   0.63 
okit 204.88805889 19.38324337  825.528    16.47   -51.71   -25.66   0.26   0.66   3.77 
oknc 191.87436597 53.45608598  414.068    18.43    -1.97     39.9   1.24   0.23   1.73 
okng 240.4484869 48.37341046  271.005   -10.11   -12.89    -1.04   0.08   0.09   0.33 
okoh 174.0602834 -41.01926204  334.469    41.29    -8.09    -2.11   0.18   0.36   0.22 
okso 191.83795399 53.35646258  471.339   -17.58    -8.32     2.35 273.25  30.91  195.1 
olar 237.09153426 46.96119517   41.059    -6.15    -8.53     0.05   0.13   0.12   0.32 
olmp 237.10478135 47.04484688    2.632    -6.34    -7.87    -3.34    0.1   0.14   0.86 
olvn 297.77227116 16.75040244   40.845    16.49     9.81     2.45   0.23   0.33    0.7 
omh1 264.08869395 41.77827539  397.783    -2.45   -14.96     1.02   0.17    0.2    0.6 
omh2 264.08850778 41.77850074  397.190    -2.38   -15.83     -1.8   0.28   0.37   1.28 
omh5 264.08869244 41.77827517  397.931    -2.69   -15.53     0.46   0.18   0.17   0.86 
onab 235.92548363 44.51452217   17.546    -2.73    -5.62    -0.91   0.06   0.09   0.47 
ons1 11.92454439 57.39533491   44.494    14.61    17.25     2.88   0.11   0.13   0.48 
onsa 11.92551261 57.39529668   45.539    14.82    17.23      2.8   0.03   0.03    0.1 
onto 243.06202563 44.02318035  646.062    -9.92   -15.03    -5.92   0.11   0.12    2.0 
op71 2.33497507 48.83590597  124.579    16.03    18.62    -0.21   0.16   0.17   0.56 
opbl 244.08194388 34.36988291 1226.532    -7.09   -14.87    -0.98   0.04   0.04    0.1 
opcl 243.69454414 34.42771635 1312.885    -2.91   -17.06     0.58   0.03   0.05   0.11 
opcp 243.91662866 34.3671297 1096.646    -5.67   -14.81    -0.38   0.04   0.05   0.12 
opcx 243.850517 34.43008268 1133.812    -5.53    -15.6    -0.16   0.03   0.04   0.11 
opmt 2.33493783 48.83591955  122.585    16.09    18.21    -0.03   0.04   0.04   0.14 
oprd 243.70772224 34.5330318 1400.206    -4.35   -17.37     0.45   0.04   0.05   0.14 
optk 177.30757901 -38.04652202  127.490    24.11     4.23    -1.41   0.08   0.15    0.2 
orc5 239.55692795 34.80207424  103.628    22.23   -41.51    -0.22   0.17   0.16   0.57 
ores 239.72144519 34.73905809  143.901    22.82   -40.61   -11.35   0.06   0.11   0.64 
orid  20.794049 41.1273112  773.012     11.8    24.03      0.2   0.04   0.05   0.14 
ormt 243.18490991 34.67490389 1893.334     0.53   -22.58    -0.39   0.04   0.06   0.12 
oroa 176.6806906 -40.10436494  297.578     25.1   -12.33    -0.58   0.16   0.41   0.27 
orsb 235.95116059 44.62527233  -10.947    -2.45    -4.22    -3.15   0.09   0.14   0.33 
orvb 238.49971166 39.55462767  340.008    -4.51   -22.26     0.11   0.04   0.05   0.24 
os0g 11.92551607 57.3952983   45.562    17.78    21.76     2.68   1.33   1.51   1.71 
oshk 72.77749394 40.52993411 1013.302     8.84    27.68     0.09    0.1    0.1   0.39 
osje 18.6804831 45.56076612  153.889    15.73    22.98    -0.36   0.16   0.16   0.46 
osn1 127.02403148 37.07756822   48.797   -12.82    26.51     1.23   0.09   0.09   0.31 
osn2 127.02403278 37.0775677   48.800   -12.41    26.67     1.26   0.19    0.2   0.61 
osn3 127.03358656 37.08268946   64.451   -11.32    29.91    -0.33   0.14   0.13   0.48 
osn4 127.03358655 37.08268946   64.452   -11.23     30.0    -0.39   0.13   0.11   0.36 
osor 286.89638064 -40.59724548   84.296    11.12    16.31     9.98   0.69   0.67   0.88 
otak 175.17041132 -40.81654389  245.097    35.72   -13.21    -0.09   0.12   0.45   0.38 
othl 240.83212252 46.82255351  313.777    -9.27   -12.97    -2.33   0.09   0.08   0.34 
ouag 358.48750278 12.35639068  331.059     20.0     22.8    -1.53   1.13   1.21   0.53 
ouca 352.13349351 31.20658785 2799.839    17.78    16.44      1.2   0.14   0.13   0.39 
ous2 170.51093477 -45.86947579   26.100     31.4   -31.71    -0.81   0.05   0.05   0.11 
ousd 170.51092271 -45.86950295   26.160    30.92   -31.53    -0.42   0.11   0.06   0.14 
ovls 240.85805672 34.32735808   69.217    17.39   -39.53    -0.37   0.05   0.07   0.15 
ovsi 275.88869018 10.00184194 1180.685    17.27    12.67    -1.51   0.78   0.36   1.01 
owmg 183.63119695 -44.02429392   21.612    34.43   -40.05    -1.26   0.14   0.16   0.38 
oxec 263.94511584 16.51996806  808.484     6.16    -1.74     0.71   0.27    0.3    0.5 
oxmt 237.5756854 37.49936216  209.095    20.39    -36.6    -2.25   0.07   0.09   0.42 
oxpe 262.92473776 15.88868488   75.616    18.72     7.81     13.1   0.57   1.08   3.57 
oxth 264.75920751 16.28626709   41.322     1.72    -2.88    -1.69   0.15   0.21   0.33 
oxum 263.50097124 15.66224539   82.248    14.01      6.1     -3.9   0.43    0.4   0.49 
oxyc 241.79268853 34.12881101  209.827    13.47    -37.5    -0.18   0.05   0.07   0.15 
ozst 240.64659565 34.68337018 1059.154     12.9   -38.63     1.47   0.05   0.05   0.16 
p001 247.19829733 31.94937687  474.700    -7.75    -14.0    -0.04   0.05   0.05   0.13 
p002 242.81346898 39.5211386 1741.696    -9.56    -16.4    -0.23   0.05   0.05   0.15 
p003 245.99504828 32.72254468   50.970    -7.74   -14.32    -0.45   0.04   0.05   0.12 
p004 247.84801922 34.78438213 1791.780    -8.09    -14.2    -0.94   0.07   0.06   0.14 
p005 244.72137245 39.91017152 2015.666    -9.61   -16.65    -0.82   0.05   0.05   0.17 
p006 245.54308788 36.15418778  365.220    -8.57   -14.66     0.48   0.05   0.05   0.24 
p007 245.18028725 41.72420098 1686.584    -9.59   -16.73     -0.9   0.05   0.05   0.18 
p008 248.8699523 36.14282127 1522.051    -7.99   -14.04    -0.65   0.04   0.04   0.15 
p009 247.77728534 38.47993067 1761.518    -8.34   -14.95    -0.39   0.06   0.08   0.14 
p010 246.2686573 34.66726239 1399.052    -8.61   -14.41    -0.26   0.05   0.05   0.13 
p011 250.48077249 36.14982819 1728.504    -7.36   -14.07    -0.69   0.04   0.04   0.14 
p012 250.66616544 38.09743345 1788.498    -7.54   -14.36    -0.59   0.04   0.04   0.15 
p013 242.6700059 41.42874154 1433.410    -9.51   -16.36     0.08   0.04   0.05   0.18 
p014 248.90140381 31.97289457 1067.956    -7.44   -12.88    -0.27   0.06    0.1   0.14 
p015 249.99051513 34.26381096 1930.200    -7.37   -13.58    -0.31   0.04   0.04   0.13 
p016 247.63859812 40.0781222 1730.520     -8.6   -16.44    -0.19   0.06   0.05   0.16 
p017 240.06449003 41.27589625 2390.636    -7.38   -17.45    -0.57   0.04   0.06    0.2 
p018 242.93544192 42.98170658 1424.256    -9.77   -15.69     -0.9   0.04   0.05   0.17 
p019 244.68833824 43.3001962 1682.377    -9.95   -15.95    -1.28   0.05   0.05   0.18 
p020 241.4342305 47.00220887  480.124    -10.0   -13.31    -0.76   0.04   0.04   0.14 
p021 241.26974721 48.67469276 1163.164   -10.19   -13.15     0.08   0.05   0.05   0.17 
p022 241.98622745 45.23178625  888.118    -9.82   -13.94     -0.4   0.05   0.05   0.16 
p023 243.89699458 44.89843347 1521.592     -9.8   -14.24    -0.28   0.05   0.05   0.18 
p024 244.1575656 47.56220213 1907.620   -10.12   -13.87    -0.23   0.07   0.08   0.25 
p025 243.71248818 48.73101421  695.453   -10.26   -13.78     0.62   0.05   0.04    0.2 
p026 252.80512751 32.6589614 1236.862    -6.33   -13.06    -0.63   0.07   0.05   0.17 
p027 254.19584016 32.80185878 2896.737    -5.65   -12.94     -0.5   0.05   0.06   0.17 
p028 252.09159172 36.03168526 1933.118    -6.82   -13.93    -0.63   0.04   0.04   0.12 
p029 252.36195712 38.4391911 2455.358    -9.31   -16.82     2.17   0.12   0.13   0.16 
p030 249.4871903 41.74981529 2149.783    -8.05    -14.7    -0.48   0.04   0.05   0.15 
p031 252.09132878 39.51549698 1657.607    -7.66   -13.52    -2.42   0.07   0.14   0.16 
p032 252.74407648 41.74167345 2167.306     -7.0    -14.8    -1.06   0.04   0.04   0.15 
p033 252.61245295 43.95289944 1375.865    -7.12   -14.58     0.49   0.04   0.04   0.17 
p034 253.54073371 34.9456199 1810.916    -6.12   -13.35    -0.43   0.04   0.04   0.15 
p035 254.81639811 34.60139331 1780.363    -5.54   -13.51    -0.61   0.04   0.04   0.15 
p036 254.70634717 36.42027481 2529.909    -5.97   -13.93    -0.78   0.05   0.05   0.14 
p037 254.89531662 38.42175406 1616.881    -5.99   -14.26     -0.5   0.04   0.04   0.15 
p038 256.59266175 34.14725539 1212.963    -5.05   -13.49     0.81   0.04   0.04   0.17 
p039 256.84604634 36.44811327 1493.590    -4.97   -14.02     0.75   0.04   0.04   0.18 
p040 257.31302116 38.07149922 1102.641    -4.95   -14.35    -0.07   0.04   0.04   0.18 
p041 254.80573377 39.94949213 1728.840    -6.32   -14.86     -0.6   0.04   0.05   0.16 
p042 255.08940565 42.05150635 1422.445    -6.24    -14.9    -1.24   0.04   0.04   0.16 
p043 255.81429737 43.88114579 1490.944    -5.97   -15.23    -1.29   0.04   0.04   0.19 
p044 256.77751631 40.17179081 1411.041    -5.34   -14.81    -0.83   0.04   0.04   0.17 
p045 247.38281067 45.38287392 1618.204    -9.31   -14.64    -0.79   0.05   0.04   0.17 
p046 246.6682665 47.02959554 1290.296    -9.72   -14.15    -0.59   0.05   0.04   0.17 
p047 246.78025446 48.42133608 1475.556    -9.71    -14.0    -0.58   0.05   0.08   0.21 
p048 248.79578951 45.65304421 1491.975    -8.13    -14.6    -1.08   0.05   0.05   0.17 
p049 249.09376757 47.34996451 1186.067    -8.84   -14.72    -1.43   0.04   0.04   0.18 
p050 248.75156876 48.80947748 1266.895     -9.0   -14.71    -1.43   0.05   0.04   0.18 
p051 251.45385532 45.80660119 1081.101     -7.8   -14.96    -1.72   0.04   0.04   0.18 
p052 252.98132332 47.37473622  858.641    -7.24   -15.38    -2.35   0.04   0.04   0.21 
p053 252.27458049 48.72608019  815.001     -8.0   -15.44    -2.12   0.04   0.04   0.22 
p054 255.55858071 45.84634922 1093.121    -6.28   -15.51    -2.18   0.05   0.04    0.2 
p055 255.31487696 47.11671373  667.764    -6.55   -15.63    -2.31   0.05   0.04   0.21 
p056 240.93713054 36.02743736  102.083      0.1   -24.97   -65.46   0.11   0.21   3.32 
p057 247.3768613 41.7565714 1382.209    -9.37   -16.22     0.22   0.04   0.04   0.15 
p058 235.92463045 40.87630562   21.423     4.75   -10.83    -0.24   0.04   0.05   0.16 
p059 236.27380347 38.92834548  -11.292    23.84   -37.36    -0.89   0.05   0.06   0.14 
p060 237.58511608 40.99763237  430.819     -5.5   -18.75    -0.71   0.06   0.07   0.25 
p061 235.98598515  42.967378  162.766    -2.89   -11.05     0.05    0.1   0.15   0.28 
p062 238.90928626 43.11238711 1350.276    -7.65   -14.88    -0.52   0.04   0.05   0.19 
p063 239.05384707 44.92272239  965.411    -8.79   -12.65    -1.65   0.04   0.04   0.15 
p064 236.51229478 47.9698463 1570.733    -7.56    -6.67     0.99   0.16   0.14   0.32 
p065 239.06690803 46.8439598 1017.143    -9.22   -11.54    -1.07   0.05   0.05   0.17 
p066 243.83021505 32.61652372  822.883    17.67   -38.75    -1.32   0.05   0.05   0.13 
p067 238.99704151 35.55175092  106.997    23.84   -39.59    -0.27   0.04   0.04   0.15 
p068 242.01521151 39.30564351 1455.905    -9.03   -16.88     0.33   0.05   0.05   0.15 
p069 242.3951052 39.28794092 1886.389    -9.49   -16.56     -0.1   0.05   0.06   0.15 
p070 255.30200013 36.04478021 1883.533    -5.52   -13.85    -0.61   0.05   0.05   0.19 
p071 242.59881923 39.34654771 2085.351     -9.5   -16.44    -0.25   0.05   0.05   0.16 
p072 243.25910399 39.5214556 2061.190    -9.67    -16.5    -0.43   0.06   0.06   0.17 
p073 243.57552982 39.50052474 1942.603    -9.64   -16.39    -0.46   0.05   0.05   0.14 
p074 243.95040289 39.54642751 1947.679     -9.6    -16.4    -0.59   0.05   0.05   0.14 
p075 244.11118244 39.37424388 1881.606    -9.61   -16.48    -0.64   0.05   0.05   0.15 
p076 244.48740159 39.53606288 2006.042    -9.53   -16.41    -0.92   0.05   0.05   0.16 
p077 244.56817549 39.38856135 2334.201    -9.58   -16.53    -0.63   0.05   0.06   0.17 
p078 242.12019526 40.43341712 1444.822    -8.87   -17.62     0.65   0.05   0.05   0.19 
p079 245.30834236 39.2552095 2746.358    -9.34   -16.24    -0.67   0.08   0.08   0.24 
p080 245.72278474 39.11943923 1972.883    -9.36   -16.38     -0.5   0.07   0.06   0.15 
p081 246.12867266 39.06730728 1588.131    -9.14   -16.38    -0.15   0.06   0.05   0.15 
p082 246.49479213 39.26893508 1380.986    -9.03   -16.38    -0.25   0.05   0.05   0.15 
p083 242.5323634 40.32058142 1642.672    -9.49   -16.59     0.76   0.05   0.05   0.15 
p084 246.94599687 40.49395281 1432.792    -9.11   -16.75     0.02   0.04   0.04   0.15 
p085 243.26378767 40.49546161 1661.186    -9.92   -16.56    -0.01   0.05   0.05   0.16 
p086 247.71792779 40.6487951 1341.495    -8.87   -16.04     0.46   0.09   0.09   0.29 
p087 243.72073599 40.36320594 2358.390    -9.57   -16.58    -0.51   0.07   0.05   0.18 
p088 248.27710869 40.7717695 1920.444    -8.56   -14.56    -0.03   0.05   0.04   0.16 
p089 248.5847111 40.80708713 1815.729    -7.96   -14.58    -0.14    0.2   0.23   0.73 
p090 240.20014688 39.57280351 1503.654    -5.77   -20.12    -0.33   0.05   0.08   0.22 
p091 242.4684588 36.61432434 1966.848    -6.69   -17.22    -0.53   0.07   0.05   0.17 
p092 242.59319801 36.80419451 2157.069    -7.23    -16.7    -0.39   0.07   0.04   0.15 
p093 242.00585555 36.60602511 1339.065    -4.32   -19.08    -0.78   0.06   0.06   0.18 
p094 242.29580604 37.20083599 1729.218    -7.45   -17.15    -0.27   0.06   0.04   0.15 
p095 240.46309547 39.69843082 1608.801    -6.37   -19.37    -0.68   0.05   0.05   0.18 
p096 240.69435743 39.79556509 1243.294    -7.18   -18.91    -0.27   0.05   0.06   0.19 
p097 241.12613955 39.8388062 1210.386    -7.73   -18.72    -0.83   0.05   0.05   0.18 
p098 241.31558583 39.88888222 1286.578    -7.91   -18.24    -0.59   0.05   0.04   0.17 
p099 241.84064933 39.2123204 2455.662    -8.29   -17.29    -0.02   0.05   0.06   0.15 
p100 246.70578473 41.85680133 1883.475    -9.41   -17.09    -0.22   0.06   0.06   0.17 
p101 248.76398413 41.69227378 2016.123    -8.36   -14.65    -0.86   0.05   0.05   0.15 
p102 244.44399311 39.92492174 2718.082     -9.6   -16.65     0.05   0.07   0.05   0.18 
p103 246.95792279 39.34514053 1491.383    -8.97   -16.25    -0.33   0.06   0.06   0.21 
p104 247.28287995 39.18608346 1397.569    -8.74   -16.02    -0.74   0.06   0.05   0.18 
p105 247.49591226  39.387544 1431.497    -8.45    -16.3    -2.79   0.08   0.05   0.38 
p106 247.73765492 39.45895696 1559.530    -8.42   -16.52    -0.26   0.06   0.06   0.14 
p107 252.1199801 35.13218062 1991.658    -6.78   -13.81    -0.58   0.05   0.05   0.15 
p108 248.05544918 39.5888789 1683.241    -8.29   -15.65      0.5   0.05   0.04   0.16 
p109 248.34916704 39.59748584 1760.965    -8.15    -14.6    -0.87   0.05    0.1   0.17 
p110 248.42885821 39.71522787 2266.209    -7.85   -14.89    -0.57   0.09   0.06   0.18 
p111 246.98784366 41.81732045 1366.221    -9.35   -16.95    -0.03   0.04   0.05   0.16 
p112 248.55000385 39.81690615 1930.374     -8.2   -14.56    -0.42   0.05   0.04   0.17 
p113 246.72196635 40.67130478 1317.625    -9.23   -16.87     0.05   0.04   0.05   0.14 
p114 247.47237081 40.63398578 1352.360    -9.03   -16.46     0.27   0.04   0.05   0.15 
p115 247.57200279 40.47442322 1641.979     -8.9   -16.58     0.09   0.05   0.05   0.16 
p116 247.98577081 40.43402483 2034.729    -8.81   -16.08     0.12   0.04   0.05   0.18 
p117 248.24857643 40.43516426 1628.953     -8.7   -15.84     0.81   0.05   0.06   0.19 
p118 248.65013155 40.63548924 2082.594    -8.29   -14.59    -0.53   0.04   0.04   0.16 
p119 248.74226933 40.73178583 2045.399    -8.23   -14.51    -0.67   0.05   0.05   0.15 
p120 254.37392415 35.00745598 2089.664    -5.72   -13.53    -0.68   0.05   0.04   0.15 
p121 247.30171003 41.80338856 1452.441    -9.36   -16.48      0.0   0.04   0.04   0.15 
p122 247.66808409 41.63536374 1293.188    -9.27   -15.86    -0.19   0.05   0.04   0.16 
p123 254.08915337 36.63517167 2411.191    -6.19   -14.09    -0.64   0.04   0.04   0.15 
p124 248.04263263 41.55759118 1772.950    -8.78   -15.19    -0.32   0.12   0.06   0.18 
p125 248.10107445 41.58902771 1521.390    -8.82   -15.11    -0.35   0.08   0.12   0.21 
p126 248.2194592 41.58324463 1871.727    -8.69    -14.8    -0.89   0.05   0.08   0.18 
p127 240.40007592 39.49921395 1523.934    -5.88   -19.48    -0.98   0.05   0.05   0.19 
p128 240.93135968 39.48609852 1320.013     -6.9   -18.57     -0.9   0.05   0.05    0.2 
p129 241.55039697 39.13389332 1714.119     -7.4   -17.49    -0.33   0.05   0.05   0.19 
p130 241.06224103 39.26803528 1380.067    -6.75   -18.64    -0.62   0.06   0.07   0.17 
p131 241.64873182 39.45468572 1825.058    -7.86   -17.88     -0.3   0.05   0.05   0.17 
p132 241.99513144 38.7288439 1549.689    -8.37    -16.8     -0.4   0.05   0.05   0.16 
p133 241.53978776 38.72460222 1781.814     -6.8   -17.56    -0.34   0.06   0.05   0.18 
p134 241.06958701 38.98087565 1885.981     -5.9   -18.74    -0.62   0.05   0.05   0.18 
p135 240.98462899 38.7046217 1692.137    -5.09   -19.14    -0.34   0.08   0.08   0.28 
p136 240.541474  38.761367 1773.264    -4.32   -20.29     -0.1   0.06   0.06   0.23 
p137 240.52323302 40.77979546 1331.781    -7.72   -17.97    -1.01   0.05   0.07   0.21 
p138 240.98983533 40.24217839 1243.712    -7.87   -18.22    -0.68   0.05   0.06   0.17 
p139 240.27754856 39.90819925 1522.994    -6.34   -19.41    -0.66   0.05   0.06    0.2 
p140 239.30680604 38.82923492 1079.227    -3.47   -22.32    -0.83   0.06   0.07   0.23 
p141 239.6144165 39.04663264 2170.375    -3.58   -22.11    -0.72   0.08   0.07   0.32 
p142 240.18928278 39.12353299 1784.921    -4.21   -21.25     0.31   0.06    0.1   0.28 
p143 240.23516395 38.76016667 1733.585    -3.56   -21.83    -0.44   0.05   0.09   0.25 
p144 239.10701426 39.46670375 1436.871    -4.27   -22.07    -0.82   0.05   0.07    0.3 
p145 240.37567417 41.35768843 1755.195    -7.75   -17.38    -0.64   0.05   0.06   0.17 
p146 239.46270055 39.33746363 2347.291    -4.06    -21.9    -0.71   0.06   0.09   0.26 
p147 239.71558649 39.93738642 2488.904    -5.45   -20.41    -0.56   0.05   0.06   0.24 
p148 239.19403898 40.41858805 1584.539    -5.83   -19.29     0.53   0.06   0.06    0.2 
p149 239.89502491 39.60212984 2634.687    -5.05   -21.02    -0.87   0.07   0.11   0.34 
p150 239.96614635 39.2923802 2619.084    -4.38   -21.46    -0.68   0.09   0.07    0.3 
p151 239.92273636 40.2889015 1313.053    -6.39   -19.22    -0.74   0.05   0.06   0.23 
p154 236.63994984 41.80708259  319.887    -3.74   -14.69    -0.14   0.06   0.07    0.2 
p155 236.8112139 41.27243482 1784.089    -3.81   -16.21    -0.44   0.08   0.08    0.2 
p156 236.09388391 40.02444193  488.998     12.3   -32.42     -1.6   0.08    0.1   0.24 
p157 235.69192736 40.24754573  695.806    20.52   -31.99     0.58   0.06   0.07   0.15 
p158 235.89279254 40.42248981  873.685    10.74   -17.93     2.54   0.06   0.05   0.21 
p159 235.71721804 40.50478627  608.222     14.3    -15.0     -0.9   0.06   0.07   0.16 
p160 235.86672925 40.55125145   94.232     8.95    -14.9     0.36   0.04   0.06   0.15 
p161 235.78691434 40.6373625   32.450     9.25   -11.69    -2.25   0.04   0.05   0.15 
p162 235.76296348 40.69109421   -6.451     8.98   -10.06     -1.8   0.04   0.05   0.13 
p163 235.94271093 40.21957093  425.254    12.72   -27.27     1.12   0.06   0.06   0.16 
p164 236.30666083 40.11925604 1148.312     3.99   -27.17    -0.32   0.05   0.04   0.14 
p165 236.14673597 40.2455484  545.641     6.11   -24.09      0.2   0.05   0.05   0.18 
p166 236.13717222 40.43518298  665.286     4.57   -18.42     0.41   0.05   0.05   0.16 
p167 236.11982315 40.54370403 1021.146     3.87   -16.44     0.33   0.05   0.05   0.15 
p168 236.11854039 40.66863727 1093.461     2.35   -13.85     1.63   0.07   0.06   0.19 
p169 236.03234763 40.79114451  689.377     3.72   -12.08     0.79   0.04   0.05   0.14 
p170 236.13671926 40.88023249  918.116     -0.4   -14.77     2.34   0.08   0.06   0.16 
p171 238.20748314 36.48552307  572.750     23.9   -40.33    -0.71   0.07   0.05   0.12 
p172 238.23275547 36.2280739  312.620    24.39   -40.73     0.05   0.06   0.06   0.17 
p173 238.70966629 35.94571612  339.235    23.59   -40.14      0.2   0.05   0.06   0.16 
p174 238.94910179 36.3021508  342.110    22.62   -39.77     0.66   0.05   0.06   0.19 
p175 238.86514374 36.42590168  451.373    22.83   -39.76      1.1   0.04   0.05   0.17 
p176 237.64286051  37.471772  433.821    19.27   -36.39    -1.24   0.06   0.07   0.17 
