NASA MEaSUREs project: Extended Solid Earth Science ESDR System (ESESES)
Station velocities and uncertainties 
Derived from daily displacement time series - combined product (weighted mean)
Uncertainties include the effects of colored noise in daily time series
The north, east and up velocities are assumed to be uncorrelated 
Note: Velocities are given only for stations with a minimum of 2.5 years of data
The reference frame is IGS14 (ITRF2014)
Reference: 
Bock, Y., Moore, A.W., Argus, D. F., Fang, P., Jiang, S., Kedar, S., Knox, S.A. Liu, Z. & Sullivan A. (2021), 
Extended Solid Earth Science ESDR System (ES3): Algorithm Theoretical Basis Document: Chapter 4.2
http://garner.ucsd.edu/pub/measuresESESES_products/ATBD/ESESES-ATBD.pdf (username:anonymous; password: your e-mail address)

Velocity units: mm/yr
Ellipsoid Height units: meters
Lat/Long: decimal degrees

Site Longitude   Latitude   Height      Nvel     Evel     Uvel   Nerr   Eerr   Uerr
cost 28.65753324 44.16150107   46.213    12.94    22.97      0.3   0.36   0.22   1.03 
cot1 249.02812237 32.22445643  733.200    -7.26   -12.87    -0.64   0.04   0.07   0.13 
cot2 249.1690679 32.23748383  758.826     -7.7    -13.4    -0.72   0.09   0.07   0.21 
cotd 243.6131131 33.73248594   27.784     7.26   -26.89    -5.15   0.06   0.05   0.41 
cote 161.9978077 -77.80590222 1878.374   -11.93     8.93     0.42   0.06   0.08   0.21 
coug 237.73922573 46.05921635  151.467    -8.55   -10.03    -2.63   0.17   0.17    0.6 
coup 237.31439525 48.21731115   21.005    -8.38    -8.64    -0.19    0.1   0.13   0.18 
covx 284.28730041 36.90463282   -1.136     4.67    -14.3     -1.5   0.11   0.12   0.31 
coyq 288.10792047 -45.51434156  476.169     9.45      3.3    -0.47   0.15    0.1   0.19 
cpar 15.78325238 50.03955168  283.269    14.92    20.42     0.18   0.12   0.09   0.46 
cpbn 242.42697837 35.07173424  835.842      2.1   -20.07    -0.53   0.06   0.04   0.12 
cpco 238.76684417 43.72210071 2117.961    -7.72   -13.79    -1.04   0.21   0.22   0.94 
cpud 239.6857761 47.43017831  186.052     -8.9    -11.4    -3.83   0.21   0.24   0.45 
cpvg 337.0650673 16.73206223   94.083     16.0    19.34    -1.26   0.25   0.28    0.3 
cpxf 237.7434818 46.84008562  533.629    -7.57    -9.97    -1.63   0.06   0.07   0.17 
cpxx 237.74348178 46.84008563  533.627    -7.76    -9.73    -1.44   0.04   0.09   0.14 
crak 13.72924331 50.10239333  381.870    15.09    20.02     0.17   0.12   0.08   0.48 
cram 243.18159545 37.08124951 1480.149    -8.81   -15.73    -0.28   0.06   0.05   0.16 
crao 33.99098077 44.4132592  365.799    12.34    24.41    -0.22   0.08   0.07   0.23 
crar 166.6682424 -77.84804354  -19.852   -10.83     9.33     0.12   0.04   0.05   0.17 
crat 243.43074777 36.8076677  972.526    -8.53   -15.67     0.38   0.08   0.13   0.31 
crbt 239.24924908 35.79161038  205.441    21.96   -37.48     0.62   0.04   0.05   0.13 
crcn 240.43196643 36.11398588   28.645     3.78   -23.86  -187.08   0.65   0.37   7.52 
crdi 306.80086334 -82.8615222  945.286    12.06     6.32     1.95   0.31   0.15   0.26 
creu 3.31560084 42.3188414  133.372     16.2    20.13    -0.33   0.04   0.04   0.15 
crfp 242.90032162 34.03905071  688.773     8.22    -28.9    -1.13   0.05   0.04   0.14 
crgg 240.27517692 35.24209101 1173.063     8.67   -31.11      0.4   0.09    0.1   0.27 
crhs 241.72723765 33.8235026  -23.536    18.23   -38.94    -0.17   0.06   0.09    0.2 
cro1 295.4156791 17.75689682  -31.936    13.64    10.66    -1.14   0.05   0.07   0.15 
crok 237.08745713 46.27459985    1.129    -6.42    -9.38    -1.68   0.11   0.08    0.5 
crrl 291.64567737 -36.1527341 1225.936    13.29    -5.83    -4.25   0.25   0.24   0.59 
crrs 244.26496106 33.0698071  -81.914      8.9    -25.4    -0.46   0.04   0.05   0.09 
cru1 240.21519226 34.02925812  702.186    23.08   -41.66    -0.55   0.04   0.05    0.1 
csar 34.89018532 32.48825419   36.598     19.8    22.32     0.52   0.05   0.05   0.12 
csci 240.96102254 34.16840154   70.851    19.83   -40.35    -0.28   0.05   0.06   0.13 
csdh 241.74328691 33.86147595   -9.176    17.54    -39.8     0.95   0.05   0.07   0.12 
cshq 238.26756771 46.87072662 2882.326    -7.61    -11.0     0.39   0.21   0.26   0.52 
cski 237.76419909 47.38057178   10.285    -8.28   -10.13    -0.69   0.05   0.08   0.19 
csn1 241.47619293 34.25354828  261.429     16.0   -37.72    -0.03   0.05   0.04   0.15 
csst 240.62875514 34.40808865  162.505    15.82   -40.43    -0.86   0.04   0.05   0.13 
ctab 14.68022508 49.40980069  496.231    14.99    20.59    -0.04   0.11   0.08   0.41 
ctdm 241.38679205 34.51654867  406.065    10.79   -35.06     0.57   0.04   0.05   0.17 
cti4 252.24391001 37.15291852 2017.977    -6.92   -15.06    -2.29   0.07   0.08   0.29 
ctmc 254.80711625 39.72153142 1818.970    -6.05   -14.97    -1.37   0.08   0.13   0.26 
ctms 243.62957555 34.12410053  966.466     0.98   -18.87     0.03   0.04   0.04   0.11 
ctpt 237.10604129 42.37669396  370.555    -4.62   -15.02     -0.4   0.09   0.12   0.23 
cucu 287.5120602 7.89845765  311.175    14.61     3.39     -0.8   0.13    0.2    0.5 
cuhs 240.32605519 34.94264526  635.375    14.85   -37.16   -18.01   0.35   0.34   1.08 
cuib 303.93013349 -15.55526328  237.441    12.21    -3.08    -0.69   0.06   0.05   0.17 
culm 238.31313579 47.97541271  437.211    -9.04   -10.89    -0.37   0.16   0.14    0.9 
cupr 294.71748417 18.30743889  -30.404    14.22     8.92    -0.75   0.09   0.11    0.3 
cush 236.78007583 47.4233441  217.064    -6.76    -7.14    -0.31   0.07   0.09   0.24 
cusv 100.53392085 13.73591465   74.284    -10.1    25.21    -3.78    0.1   0.13   0.25 
cvhs 242.09828658 34.08200993  119.108    12.63   -36.67    -1.72   0.05    0.1   0.13 
cvms 270.35649056 35.54142137   72.938    -0.15   -13.81    -0.84   0.07   0.08   0.28 
cvo1 237.5038679 45.61092069   66.689     -6.7    -9.67     -1.6   0.06    0.1   0.22 
cztg 51.85548211 -46.43189647  202.805    -0.07     4.64    -0.84   0.19   0.21   0.46 
daej 127.37447749 36.39942939  116.833   -12.28    27.32     1.11   0.07   0.08   0.13 
daka 342.53489506 14.68454434   46.183    16.59    20.79    -0.31   0.21   0.25   0.91 
dakr 342.56053442 14.72123537   51.792    16.93    19.55    -0.23   0.12   0.14   0.41 
dam1 241.60264359 34.33399455  584.064    11.03   -37.71     0.04   0.29   0.31   1.04 
dam2 241.60314066 34.33483408  583.400    13.02    -36.7     0.88   0.06   0.09   0.21 
dam3 241.60253646 34.33399026  579.994    12.72   -36.36    -0.23   0.14   0.16   0.29 
dane 339.80017464 74.31194589  177.087    20.36   -11.07     2.27   0.06   0.07   0.26 
dare 357.35951184 53.34480703   88.429    16.83    16.54    -0.35   0.18   0.22   0.71 
darm 130.89149263 -12.42401002   83.063    59.33    35.93    -1.12   0.12   0.15   0.47 
darr 131.13273847 -12.84370625  125.118    59.32    35.72    -0.58   0.22    0.2   0.65 
darw 131.13273514 -12.8437116  125.124    59.12    35.85    -0.64   0.06   0.05   0.14 
datg 342.57963393 14.6761903   33.089    16.59    19.02    -1.55   0.24   0.24   0.71 
dav1 77.9726141 -68.57732254   44.403    -5.27    -2.92    -0.76   0.04   0.04    0.1 
dcut 248.47243198 40.41276396 1797.274    -8.13   -14.07     0.23   0.08   0.12   0.33 
ddmn 241.01881188 37.74418265 2265.416     -0.3   -22.29     2.69    0.3    0.2   0.37 
ddsn 236.7557595 43.11879121  953.107    -4.89   -12.84    -0.03   0.04   0.05   0.13 
dear 23.9926397 -30.66520685 1321.712    18.85    16.73     0.79   0.11   0.09   0.31 
dech 240.90939887 38.05148888 1947.578    -2.53   -22.28    -0.48   0.08   0.09   0.18 
deej 236.07385645 47.4688364  103.602    -4.19    -3.51     2.78   0.17   0.12   0.32 
defi 275.58642547 41.2770288  181.933     1.79   -16.08    -1.67   0.09   0.08   0.26 
delf 4.38758965 51.98612133   74.367    15.55     17.4    -1.02   0.38    0.2   0.92 
dent 3.39966878 50.93370477   63.894    16.23     17.5    -0.69   0.03   0.04    0.1 
desc 243.3582033 32.8299183  957.284    17.17   -38.88    -1.25   0.04   0.05   0.13 
det1 276.90470418 42.29734845  145.051     1.44   -15.32    -1.38   0.15   0.13   0.42 
det5 276.90470195 42.29734859  145.211     1.77   -15.83    -2.83   0.09   0.05   0.32 
devi 161.9770776 -81.47672109   66.989   -11.78     6.98     1.59   0.08   0.12   0.37 
dgar 72.37023517 -7.26968794  -64.937    32.86    46.83      0.2   0.04   0.04   0.11 
dgav 72.37024094 -7.26968392  -64.937     33.3    47.61     1.81   0.14   0.13   0.43 
dgjg 330.14979622 71.78653271 1494.137    18.83    -14.6     3.56   0.05   0.05   0.37 
dhak 90.40125528 23.72668458  -32.180    35.17    40.67   -10.57   0.11   0.08   0.33 
dhlg 244.21197424 33.38980608  -83.055    -0.12   -22.97    -0.18   0.04   0.05   0.09 
diab 238.08437426 37.87857542  990.272     0.09   -23.79      0.1   0.05   0.06   0.17 
dixn 238.17135735 38.46871516   -9.148    -3.21   -23.02    -3.49   0.09   0.09   0.38 
djig 42.84706506 11.52628788  711.392    18.38     31.4    -0.84   0.09    0.1   0.22 
dksg 298.32233378 76.35162046  609.609     8.86   -21.38    13.78   0.06   0.08   0.44 
dlf1 4.38746314 51.98602053   75.818    15.79    17.93    -0.54   0.15   0.11   0.44 
dlft 4.38756209 51.98601149   74.265    15.56    17.61    -0.67   0.43   0.31   0.93 
dlno 240.75690263 35.74999629   63.665     1.28   -25.13   -25.45    0.2   0.22   2.51 
dluz 242.69277971 33.43058698  212.724    16.68   -37.57     -0.9   0.07   0.07   0.19 
dmnd 242.83634246 48.1367715  718.128   -10.16   -13.45    -0.24   0.09   0.07   0.55 
dnrc 284.47640196 39.1600873  -15.171     4.15   -14.92    -2.26   0.07    0.1   0.14 
dnvk 176.16665756 -40.29885688  457.648    29.48   -15.07    -2.24    0.2   0.31   0.22 
doar 260.34925981 17.02113915  220.709     5.25     0.71    -0.55   1.96   0.73    2.5 
dodm 35.74817306 -6.18645605 1122.584    17.52    23.82     -0.3   0.17    0.2    0.5 
dond 240.30987561 37.26425436  665.937    -2.79   -21.97    -0.19   0.11   0.11   0.25 
dono 240.98202372 36.69249673 1187.954    -0.88   -23.68    -0.95   0.17   0.26   0.53 
dot1 240.23655999 39.15619854 1415.744    -4.64   -20.74      2.3   0.12   0.15   0.53 
dour 4.59494986 50.09487553  282.693    15.91    18.36      0.4   0.05   0.04   0.11 
dqua 265.71010236 34.11065747  169.710    -1.95   -13.38    -0.19   0.09   0.09   0.31 
dra3 240.37517424 49.32237423  535.647   -10.24   -12.87      0.1   0.13   0.09   0.33 
dra4 240.37551842 49.32274101  541.400   -10.01   -12.97     0.13    0.1    0.1   0.33 
drag 35.39206907 31.59319971   31.792     20.3    23.09     3.09   0.04   0.04   0.12 
drao 240.37502024 49.32262022  541.878   -10.25   -13.13     0.12   0.04   0.04   0.11 
drba 31.02344903 -29.85117645   63.614    17.04    15.98     0.63   0.24   0.13   0.49 
drej 13.72971043 51.02982702  203.623    16.82    19.96     0.19   0.21   0.25   0.88 
dres  13.729691 51.02982527  203.019    15.72    19.87     0.54   0.06   0.06   0.21 
drew 240.04163152 36.00584917   44.041     2.11   -23.54    -4.33   1.49   0.32   1.04 
drv1 283.44335764 36.95865635  -22.893     5.37   -13.71    -2.52    0.3   0.27   0.54 
drv5 283.44335668 36.95865672  -22.738     5.51   -13.62    -2.45   0.12   0.09   0.26 
ds13 243.20853416 35.2477801 1044.171    -3.62   -16.02    -1.24   0.11   0.13   0.35 
dsea 35.3688233 31.03691422 -360.791    21.84    24.26    -0.46   0.09   0.08    0.2 
dshs 241.65146191 34.02393049   -2.116    16.34   -38.22     0.41   0.17   0.17   0.41 
dsl1 211.52725308 70.3334382   17.114    -21.1     -8.6    -3.41   0.15    0.1   0.38 
dsme 242.75046607 33.03647681   56.132    17.78    -39.0    -0.88   0.04   0.06   0.14 
dsrc 254.73896829 39.99143129 1656.315    -6.23   -14.65    -1.72   0.04   0.06   0.19 
dssc 243.28791299 33.73333005 1660.848     9.41    -29.2    -0.62   0.03   0.05   0.13 
dub2 18.11031959 42.65016693  457.930    17.57    23.03    -0.12   0.44   0.35   1.28 
dubo 264.13382147 50.25880928  245.296    -4.25   -17.47      0.6   0.05   0.05   0.17 
dubp 238.14486276 37.72762364  202.736     2.94   -25.39      1.3   0.64   0.22   0.64 
dubr 18.11043313 42.64998262  454.288    18.22    23.03    -1.99   0.29   0.24    0.4 
dum1 140.00193176 -66.66508363   -1.339   -11.52     8.18    -0.64   0.16   0.17   0.26 
dumg 140.00218742 -66.66518498   -1.645   -12.23     8.64    -1.28   0.49   0.43   1.03 
dund 170.59716817 -45.88366444  386.928    30.67   -31.82    -0.86   0.05   0.05   0.12 
dunt 170.62941029 -45.81431844   13.462    31.43    -32.4    -1.21   0.09   0.11   0.18 
dupt 297.18309883 -64.80495132   43.478    10.58    12.68     9.28   0.09   0.09   0.45 
durv 173.92159169 -40.80176228  468.416    40.69    -5.14    -2.64   0.09   0.26   0.17 
dutc 193.45151454 53.90501346  106.489   -21.58    -7.37     3.06   0.13    0.1   0.28 
dvcg 245.96143651 44.38303524 1984.406    -8.99   -15.36    -0.35   0.13   0.17   0.51 
dvle 242.99931662 33.7005842  532.490    13.74   -33.85     0.14   0.23    0.2   0.43 
dvls 242.94637798 33.69113503  508.596    13.36   -34.61     0.24   0.31   0.12   0.49 
dvlw 242.9325662 33.65769386  528.046    14.25   -35.06     0.08   0.11    0.1   0.29 
dvne 243.00629208  33.693535  508.429    12.69    -34.3    -2.98   0.22   0.24   0.71 
dvnw 242.93388684 33.67340233  509.133    14.58   -36.61    -5.58   0.29   0.82   0.74 
dvpb 242.13987489 34.41341178 1430.841     9.09   -31.66     0.31   0.06   0.06   0.16 
dvpt 241.8521865 47.65607092  727.589   -10.14   -12.97    -0.89   0.06   0.06   0.24 
dvse 243.00961263 33.68080037  508.694    11.47   -38.44    -6.76   0.21   0.34   0.88 
dvsw 242.93395171 33.66790647  509.097    13.05   -35.99    -2.91   0.31   0.74   0.96 
dwh1 237.91984487 47.77410446  109.054    -7.59   -10.46    -2.07   0.41   0.27   0.85 
dwni 130.95593118 -12.44331176   87.711     59.3    35.39     0.02   0.12   0.11   0.43 
dyer 241.96066504 37.74280417 1511.940    -7.01   -16.94     0.21   0.08   0.12    0.3 
dyh2 241.87253965 33.93831423   10.811    15.28   -39.02    -0.69   0.12   0.08   0.63 
dyhs 241.87402181 33.93798732    1.468    15.21   -42.25    -0.15   0.15   0.18   0.48 
dync 342.63374865 64.7906181 1208.433    24.96    -4.79    18.16   1.39   1.77   0.73 
dyng 23.93243423 38.07855327  510.560   -11.62     8.23     0.41   0.09    0.1   0.26 
ebbe 32.44494377 0.03819236 1181.306    16.64    24.81    -2.11   0.25   0.21   0.87 
ebmd 237.71619758 37.81500673  -15.913    13.05   -31.13    -0.48   0.06   0.07   0.16 
ebre    0.49236 40.82088681  107.805     16.1    19.88    -0.26   0.04   0.04    0.1 
ec01 253.15228326 39.65182524 1986.841     -6.9   -14.56    -0.42   0.07   0.06   0.26 
ecco 241.67097739 33.88675108  -19.353     18.6   -38.29     0.47   0.14   0.24   0.39 
ecfs 242.58830816 33.64768301  801.411    16.46   -36.68    -1.16   0.03   0.05   0.13 
echo 245.73575368 37.91553432 1684.125    -9.02    -16.0     -0.6   0.04   0.04   0.12 
ecsd 263.38599324 43.73369968  444.373    -3.06   -15.73    -1.99   0.04   0.05   0.23 
edoc 211.68151791 70.31027163   22.448   -18.98    -8.45    -4.91   0.14    0.2   0.34 
edpp 241.16959381 34.94619392  379.817     5.12   -28.21     1.21   0.06   0.05   0.15 
egan 245.06114722 39.34524458 1998.290    -9.63    -16.7    -0.64   0.04   0.05   0.12 
eijs 5.68361176 50.75824177  103.802    15.71    18.19     0.39    0.1   0.08   0.43 
eil1 212.88703319 64.68794136  176.458   -20.16    -5.93    -0.41   0.19   0.22   0.66 
eil2 212.88703345 64.68793954  176.496   -23.56     -6.0     2.33   0.39   0.43   1.54 
eisl 250.61670297 -27.1482087  114.541    -6.55    67.61     -0.8   0.23   0.28    0.7 
ela2 290.18635959 -35.18021027 1867.640    14.53   -21.47    -0.59   0.56   0.66   1.12 
elat 34.92059797 29.50927786   29.535    20.61    25.52     0.04   0.06   0.05   0.15 
elba 10.21109909 42.75290157  271.745    16.03    20.64    -2.02   0.27   0.41   6.22 
eldc 224.77780258 58.97186846   13.357   -12.29   -11.21    26.06   0.07   0.07   0.47 
elen 270.1323866 16.91605598  118.116     0.96    -7.76     1.25   0.16   0.18    0.5 
elep 204.47505629 19.45028189 3378.145    25.35   -37.46      6.4   0.85   1.24   0.35 
eliz 232.87733637 49.87305377  164.692    -7.06    -6.39     1.66   0.05   0.06   0.13 
elko 244.18280358 40.91469123 2016.903    -9.47   -17.22    -0.57   0.03   0.04   0.12 
elly 241.87121321 33.58349807   -2.865    19.03   -39.68    -2.31   0.13   0.28   0.24 
elma 273.32524973 12.46583554  445.222    11.04     7.92   -10.81   0.42   0.63   1.17 
elro  35.770648 33.1820073 1083.174    22.71    22.43    -0.05   0.07   0.08   0.35 
elsc 241.79157094 34.02973244   61.206    14.66   -38.48    -2.45   0.08   0.05   0.23 
elsg 242.57397826 33.64914127  811.338    16.34    -36.9    -1.07    0.1   0.13   0.36 
elsr 237.23941607 47.49760454  115.197    -7.81    -8.22    -0.63   0.05    0.1   0.18 
eltn 241.57426951 34.70311727  916.477     9.25   -27.98     0.42   0.26   0.09   0.21 
elts 241.5462377 34.59929103  887.097    10.99   -30.69    -0.03   0.33   0.51   0.83 
elvi 274.55419434 10.39469692   81.878     26.2    14.13     0.63   0.15   0.11   0.27 
eng1 270.05827299 29.87896269  -18.571    -0.48   -12.39    -2.25   0.24   0.19   0.51 
eng5 270.05827141 29.87896261  -18.400    -0.22   -12.21    -1.15   0.28    0.2   0.31 
entr 242.7119181 45.43125655 1126.575   -10.01   -13.73    -0.38   0.12   0.07   0.42 
enum 238.04441638 47.20620728  227.061    -8.88   -10.35    -1.83   0.11   0.07   0.23 
eout 248.07109288 41.25319734 1677.836    -8.85   -14.91     0.21   0.05   0.07   0.18 
ephr 240.45532099 47.32933606  375.419    -9.94   -12.73    -1.37   0.06   0.05   0.32 
eprt 293.00787013 44.90870937   30.367     7.13    -15.2    -0.56   0.07   0.11   0.35 
epza 274.43193668 10.1409402  668.386     28.3    16.67    -4.99   0.19   0.17   0.24 
erla 275.39409285 39.02320542  253.894      1.4   -14.65    -0.49   0.12   0.11   0.34 
errg 244.17726696 33.11644546  -92.402     6.54   -28.54     0.23   0.18   0.13   0.33 
esca 288.93867741 -37.88736896 1730.448    -5.36    12.69    21.45   1.01    1.1    1.7 
esco 0.97566493 42.69357493 2508.416    16.48    19.37    -0.05   0.05   0.04   0.13 
escu 295.20128967 47.07340409  -15.999     8.15   -15.54    -0.58   0.07   0.05   0.13 
ese2 243.00614491 33.67479284  512.799    13.21   -34.18     2.49    0.1   0.12   0.36 
esmr 280.27562683 0.93464794  251.674    16.08     17.1     1.21   0.14   0.18   0.26 
espa 121.89432477 -33.87431923   32.440    58.57    34.66    -0.88   0.06   0.06   0.18 
esre 243.00899545 33.67282966  538.158     22.4   -31.11     0.84   2.05   0.75   1.67 
esrw 242.93305177 33.68177871  548.527    14.24   -34.01     1.96   0.07   0.09   0.23 
esti 273.63787204 13.09953561  852.652    13.38    15.08     4.58   0.73   0.75   1.83 
euch 236.12918829 44.83474117  721.919    -3.98    -6.27    -0.97   0.22   0.31   0.78 
eurk 274.06007734 79.98853607   25.644    -1.09   -23.96     4.62   1.01   0.83   1.66 
eusk 6.76353273 50.67413106  245.287    16.33    18.35    -0.93   0.04   0.04   0.15 
ewpp 242.47441826 34.10419709  330.482    11.94   -34.15    -0.22   0.04   0.05   0.14 
eyac 214.25014215 60.54870392  146.012      9.7   -22.06     2.57   0.11    0.1   0.34 
faa1 210.38570048 -17.55531354   12.062    34.14   -65.82    -1.02   0.07   0.08   0.24 
fair 212.50076228  64.978002  318.998    -21.0    -8.43      0.2   0.06   0.06   0.22 
fale 188.00047786 -13.83221614   47.599    33.26   -63.76    -1.91   0.06   0.09   0.19 
falk 302.12593262 -51.69365222   50.827    12.87     0.26    -0.19   0.09   0.07   0.16 
fall 216.36830084 -85.30641635  260.202    -5.07    12.07     4.51   0.09   0.18   0.47 
farb 236.99923841 37.69720529  -21.774    25.61   -39.09    -0.75   0.04   0.05   0.11 
fayr 281.12923799 35.03402621   15.401     4.23   -13.76    -1.91   0.24   0.38   1.13 
fbyn 262.68717994 40.0768718  405.313    -2.85   -14.37     1.12   0.09   0.13   0.37 
fdtc 280.187102 34.24523462   15.130     2.13    -6.04     2.51   1.33   0.79   1.07 
fei1 261.58436607 29.53961141  228.196    -3.73   -12.09     1.77   0.32   0.45    1.4 
fern 247.54526416 35.34187263 1767.921    -8.04   -14.38    -0.58   0.04   0.04   0.12 
ffmj 8.66496623 50.09057772  178.222    15.98    18.84    -0.77   0.04   0.04   0.16 
fft2 298.9366538 14.60146865  -30.112    15.24    12.08    -0.36   0.15   0.16   0.42 
fgst 239.99062211 34.73300804  904.070    19.85   -41.65     0.51   0.04   0.05   0.14 
fhog 243.06413115 34.09354632 1588.666     5.99   -24.89     0.72   0.12   0.12   0.25 
fie0 168.42352649 -76.14459336  153.812   -10.88    10.12    -0.65   0.22    0.2   0.84 
fitc 340.40838104 64.3366288  893.515    18.93    -6.57    18.03   0.39   0.24   1.15 
fjoc 341.99395116 64.87493244 1034.787    27.18    -8.83    21.13   0.17   0.33   0.67 
flf1 279.61390737 25.61535006  -22.102     6.91   -17.23    -8.79   4.23   6.09    4.6 
flin 258.02196828 54.72558465  311.500     -6.9   -17.73     2.31   0.06   0.04   0.27 
flm5 160.27140834 -77.53272949 1869.703   -11.96     8.26     0.54   0.05   0.06   0.21 
flrs 328.87361155 39.45383524   80.213    20.25   -10.21     -1.7   0.08   0.21   0.42 
fmc1 283.31688062 34.69739561  -15.051     8.07   -13.99    -2.62   3.06   1.54   1.81 
fmc2 283.3167972 34.69761702  -32.966     4.56   -15.99     1.37    1.0   0.49    1.3 
fmtp 241.10586022 34.4098631  362.794    14.75   -37.83    -1.28   0.13   0.06   0.14 
fmvt 241.11597159 34.35633494  617.002     17.8   -39.07    -0.75   0.06   0.05   0.16 
fonp 298.35314844 -65.24535318   95.420     7.35    15.16    14.17   0.34   0.28   0.69 
foot 246.19462876 39.36939767 1547.389    -9.12   -16.43    -0.22   0.03   0.03   0.11 
fore 248.61967182 40.51189659 1796.670    -8.21   -14.52    -0.77   0.05   0.05   0.19 
fort 321.57438781 -3.87744651   19.480    12.83    -4.45    -2.84   0.17   0.19   0.57 
foxg 241.75949935 34.73391174  688.821     7.14   -25.66     -3.8   0.12    0.1   0.37 
frdn 293.34012017 45.93350687   94.842     7.35    -15.6    -0.04   0.06   0.06   0.21 
fred 247.50078392 36.98833258 1529.741    -8.43   -14.35    -0.68   0.04   0.04   0.13 
freo 278.74215605 40.20166624  273.476     2.38   -14.89    -1.13   0.08   0.05   0.17 
frtn 177.40987381 -38.93929693  169.488    20.28     0.85    -1.03   0.12   0.24   0.25 
fshb 244.20006066 32.94498803  134.954     6.97   -32.02     3.74   1.36   0.13   0.61 
fst1 248.18260461 35.22177442 2136.224    -1.15   -18.69    -3.57   0.53   0.47   0.42 
fst5 248.18260313 35.22177432 2136.354    -6.67   -14.94    -2.51   0.18   0.39    0.3 
ftna 181.87905776 -14.3078049   84.882    34.24    -60.3    -1.22   0.16   0.14   0.33 
fts1 236.04390586 46.20488795  -13.956    -3.63    -3.79      2.5   0.11   0.15   0.33 
fts5 236.04390538 46.20488761  -13.762    -3.66    -3.41     1.13   0.09   0.13   0.21 
fttg 181.83975992 -14.29604963   52.318    33.88   -59.13    -3.64   0.37   0.37   1.12 
func 343.09238471 32.64794846   78.429    17.67    14.57     -0.6    0.1   0.07   0.24 
fvpk 242.06428969 33.66232521  -11.527    19.08   -38.11    -1.14   0.13   0.05   0.14 
fwbd 242.77835779 44.29188812  631.426    -9.78   -14.69    -0.38   0.08   0.09   0.29 
fxhs 241.64052588 34.08060365   33.320    14.88   -41.32     -1.7   0.15   0.14   0.31 
fzhs 241.10662278 34.80019251 1273.712     8.29   -32.04     0.77   0.04   0.04   0.12 
g101 140.8583082 43.20952705   38.344   -10.84      8.9     1.51   0.08   0.06   0.18 
g102 139.48919261 42.07878755   42.265   -12.96     14.9    -2.66   0.15   0.15   0.17 
g103 140.85920652 40.89749606   44.196   -10.26     6.01     2.33   0.37   0.29   0.18 
g104 139.70345721 39.94211597   44.694   -18.55    33.42     0.85   0.19   0.32   0.18 
g105 139.54596031 38.56333986   45.541   -11.67    17.33     0.11   0.14   0.89   0.19 
g106 140.96240637 37.83078853   48.902    -7.29    -7.51     -4.0   0.15   0.39   0.35 
g107 140.24945397 35.12938322   39.431     0.24     -4.7     2.34   0.26   0.18   0.15 
g108 139.61553336 35.16015338   42.890      7.7    -8.11     -1.2   0.06   0.08   0.21 
g109 138.28125287 37.81475858   44.761    -13.1    29.11     1.89   0.09   0.43   0.14 
g110 138.50851456 37.35654497   45.591    -9.57    30.31     1.98   0.07   0.26   0.17 
g111 136.90032338 37.40572914   43.911   -12.93    30.44    -0.15   0.08   0.26   0.15 
g112 136.14885917 36.25457445   42.691   -10.43    26.16    -4.63   0.11   0.09   0.28 
g113 139.13295924 34.89548539   47.172    -5.95    -8.59     5.65   0.58   0.22   0.43 
g114 138.76420201 34.80689873   47.442    -6.68    -9.16    -0.97   0.08   0.09   0.15 
g115 138.32741386 34.87067028   46.539    -6.15     -2.1    -3.52   0.06   0.06   0.13 
g116 136.82384247 34.90396617   46.990    -8.08     4.57     7.13   0.06   0.13    0.2 
g117 135.19153715 34.14414593   45.718    -7.77     7.06     4.88   0.06   0.07   0.12 
g118 134.31593119 35.59368661   42.556   -10.67    22.98     -1.5    0.1   0.14   0.12 
g119 131.60464541 34.62758852   39.363    -9.39    22.65    -1.07   0.11    0.1   0.16 
g120 133.24350226 33.3334994   43.162     3.27    -4.88     5.77   0.07   0.16   0.18 
g121 129.84929157 33.47308042   39.076   -11.61    26.24    -0.01   0.11   0.09   0.15 
g122 131.66960043 32.42862251   36.539    -10.7     9.34     0.43   0.14   0.14   0.14 
g123 130.19106351 32.01740995   39.773   -19.49    23.91     -1.2   0.13   0.17   0.29 
g124 127.82467057 26.17947212   38.474   -39.06    33.97      0.5   0.07   0.07   0.12 
g201 141.68533133 45.40782048   31.682     -7.7     9.81     1.67   0.05    0.1   0.14 
g202 144.28579222  44.019412   36.468     -2.0    -4.38     4.21   0.09   0.22   0.18 
g203 144.37139612 42.97556937   35.937     6.07   -20.95     3.14   0.07   0.07   0.23 
g204 140.72453295 41.78165865   39.502   -13.07    10.67     3.38   0.21    0.1   0.18 
g205 141.75329592 39.01975744   45.940   -19.97    35.77    25.44   0.16   0.24   0.29 
g206 139.82491915 34.91879064   45.595    12.59    -7.33    -0.23   0.07   0.09   0.16 
g207 137.22457347 36.76217439   44.211   -10.34    28.53     0.06   0.11   0.16   0.15 
g208 135.77319194 33.47594733   46.436    -2.61     -8.6    -3.83    0.1   0.13   0.17 
g209 132.06621247 34.8973124   39.576    -9.36    22.83    -1.62   0.06    0.1   0.15 
g210 129.86619729 32.73511832   38.594   -11.55    22.79    -2.76   0.16   0.12   0.21 
g211 131.40930261 31.57696939   36.911   -18.56    27.09    -0.75   0.09   0.08   0.14 
