#lon lat ve vn vu se sn su name
132.15237 -14.37546 NaN NaN 3.93476 NaN NaN 0.31543 vlbi200
174.66325 -36.43481 NaN NaN -0.32120 NaN NaN 0.74502 vlbi198
147.43814 -42.80557 NaN NaN -0.75915 NaN NaN 0.05855 vlbi197
147.44052 -42.80358 NaN NaN -0.75680 NaN NaN 0.05855 vlbi196
148.26352 -32.99839 NaN NaN -1.60677 NaN NaN 0.79649 vlbi195
115.34563 -29.04715 NaN NaN 5.42220 NaN NaN 0.47786 vlbi194
148.97769 -35.39845 NaN NaN -0.74717 NaN NaN 0.08832 vlbi193
148.98127 -35.40242 NaN NaN -0.75006 NaN NaN 0.08832 vlbi192
