#lon lat ve vn vu se sn su name
170.51090 -45.86950 NaN NaN -0.52292 NaN NaN 0.39282 ousd
172.65470 -43.70271 NaN NaN -1.46941 NaN NaN 0.45200 mqzg
170.98431 -42.71290 NaN NaN 0.25182 NaN NaN 0.39282 hoki
169.81582 -43.53168 NaN NaN -0.36944 NaN NaN 0.39282 quar
170.46493 -43.98570 NaN NaN -0.17923 NaN NaN 0.39282 mtjo
169.85585 -43.66623 NaN NaN 3.42743 NaN NaN 0.39282 cncl
169.88531 -43.58403 NaN NaN 2.02942 NaN NaN 0.52374 waka
169.77516 -43.60839 NaN NaN 0.42868 NaN NaN 0.68870 kara
170.19014 -43.86249 NaN NaN 2.62328 NaN NaN 0.45200 bnet
170.10551 -43.77733 NaN NaN 5.02516 NaN NaN 0.45200 horn
169.92154 -43.66059 NaN NaN 3.32766 NaN NaN 0.52374 pilk
170.06122 -43.75612 NaN NaN 2.22560 NaN NaN 0.52374 nett
169.89321 -43.63770 NaN NaN 3.12816 NaN NaN 0.39282 vexa
169.92106 -43.70206 NaN NaN 3.52667 NaN NaN 0.39282 redd
169.85252 -43.72079 NaN NaN 4.32613 NaN NaN 0.96141 maka
169.73677 -43.64298 NaN NaN 1.42780 NaN NaN 0.52374 leoc
169.98450 -43.72658 NaN NaN 4.32619 NaN NaN 0.45200 mcke
170.26250 -43.98500 NaN NaN 0.22049 NaN NaN 0.60358 mtcx
