#lon lat ve vn vu se sn su name
170.59720 -45.88370 NaN NaN -1.89000 NaN NaN 0.56000 dund
170.51090 -45.86950 NaN NaN -1.12000 NaN NaN 0.21000 ousd
174.83439 -36.60280 NaN NaN -0.56000 NaN NaN 0.17000 auck
172.65470 -43.70271 NaN NaN -1.10000 NaN NaN 0.27000 mqzg
174.80590 -41.32348 NaN NaN -2.65000 NaN NaN 0.17000 wgtn
174.66279 -36.43440 NaN NaN -0.63000 NaN NaN 0.49000 wark
174.11820 -39.18255 NaN NaN -1.16000 NaN NaN 0.28000 nply
170.62940 -45.81431 NaN NaN -0.66000 NaN NaN 0.44000 dunt
174.78160 -41.29040 NaN NaN -2.84000 NaN NaN 0.18000 wgtt
172.72220 -43.60580 NaN NaN -0.47000 NaN NaN 0.20000 lytt
174.93290 -41.19640 NaN NaN -3.09000 NaN NaN 0.21000 avln
174.76990 -36.84360 NaN NaN -0.62000 NaN NaN 0.10000 takl
170.51091 -45.86947 NaN NaN -0.70000 NaN NaN 0.42000 ous2
