#lon lat ve vn vu se sn su name
170.59720 -45.88370 -29.07000 -13.28000 NaN 0.69000 0.82000 NaN dund
170.51090 -45.86950 -28.70000 -12.08000 NaN 0.42000 0.51000 NaN ousd
174.83439 -36.60280 0.60000 -0.78000 NaN 0.34000 0.39000 NaN auck
174.80590 -41.32348 -23.81000 -7.60000 NaN 0.49000 0.49000 NaN wgtn
174.66279 -36.43440 -0.92000 -0.73000 NaN 0.92000 0.75000 NaN wark
172.65470 -43.70271 -32.09000 -10.69000 NaN 0.48000 0.57000 NaN mqzg
169.30825 -45.23100 -28.14000 -11.79000 NaN 0.79000 0.91000 NaN lexa
174.31460 -35.80380 0.63000 -0.14000 NaN 0.50000 0.57000 NaN whng
176.26090 -37.72880 2.56000 -1.72000 NaN 0.49000 0.56000 NaN trng
174.11820 -39.18255 -1.51000 -1.05000 NaN 0.47000 0.41000 NaN nply
174.85410 -38.51300 -0.14000 -0.69000 NaN 0.50000 0.53000 NaN maho
173.27310 -35.06890 -0.64000 -0.67000 NaN 0.68000 0.64000 NaN ktia
170.98431 -42.71290 -3.30000 0.40000 NaN 0.50000 0.56000 NaN hoki
175.10920 -37.80680 -0.45000 -0.92000 NaN 0.41000 0.48000 NaN hamt
177.01389 -37.98169 2.94000 -13.82000 NaN 0.95000 0.96000 NaN whkt
171.80621 -41.74472 -2.62000 -0.77000 NaN 0.57000 0.63000 NaN west
174.82142 -39.78689 -2.98000 -2.08000 NaN 0.90000 0.52000 NaN wang
170.92030 -44.65570 -29.75000 -12.38000 NaN 0.64000 0.82000 NaN waim
173.43371 -41.18350 -6.55000 -0.93000 NaN 0.97000 0.47000 NaN nlsn
175.58458 -41.06199 -26.31000 -10.60000 NaN 0.50000 0.52000 NaN mast
172.26631 -42.78339 -22.19000 -9.10000 NaN 0.58000 0.72000 NaN lkta
173.53366 -42.42548 -27.90000 -10.18000 NaN 0.58000 0.85000 NaN kaik
178.30335 -37.56102 5.11000 -17.61000 NaN 0.49000 0.43000 NaN hikb
168.78555 -44.07320 -12.32000 -4.46000 NaN 0.81000 1.08000 NaN haas
175.74958 -36.86541 1.31000 -0.59000 NaN 0.49000 0.54000 NaN corm
183.43416 -43.95579 -32.90000 0.03000 NaN 0.45000 0.43000 NaN chat
168.29209 -46.58508 -25.86000 -13.33000 NaN 0.62000 0.74000 NaN bluf
176.08100 -38.74271 5.06000 -6.58000 NaN 0.70000 0.59000 NaN taup
169.81582 -43.53168 -8.35000 -2.08000 NaN 0.54000 0.51000 NaN quar
172.72220 -43.60580 -32.07000 -11.39000 NaN 0.48000 0.61000 NaN lytt
172.52956 -40.82660 -2.84000 0.25000 NaN 0.53000 0.54000 NaN gldb
175.47046 -39.38458 -2.69000 -1.84000 NaN 0.61000 0.65000 NaN vgmt
166.68071 -46.16619 -21.60000 -10.86000 NaN 1.17000 1.48000 NaN pygr
170.46493 -43.98570 -26.86000 -10.73000 NaN 0.47000 0.66000 NaN mtjo
168.11820 -45.36651 -25.67000 -11.07000 NaN 0.80000 1.05000 NaN mavl
176.72658 -39.61701 -5.10000 -14.02000 NaN 0.81000 0.64000 NaN hast
177.88601 -38.63532 -0.16000 -18.69000 NaN 0.94000 0.81000 NaN gisb
176.16666 -40.29886 -15.73000 -11.26000 NaN 0.98000 0.53000 NaN dnvk
147.05569 -19.26928 -0.12000 0.19000 NaN 0.40000 0.38000 NaN tow2
117.09719 -20.98143 -0.40000 0.34000 NaN 0.33000 0.36000 NaN karr
147.43874 -42.80471 0.17000 -0.28000 NaN 0.32000 0.42000 NaN hob2
133.80983 -31.86666 0.30000 -0.32000 NaN 0.31000 0.30000 NaN cedu
133.88552 -23.67012 0.15000 0.18000 NaN 0.36000 0.29000 NaN alic
115.34698 -29.04655 -0.32000 0.00000 NaN 0.41000 0.38000 NaN yar2
148.98000 -35.39920 0.03000 -0.23000 NaN 0.35000 0.36000 NaN tidb
148.98000 -35.39920 -0.15000 -0.01000 NaN 0.35000 0.38000 NaN tid2
131.13274 -12.84370 0.19000 0.18000 NaN 0.38000 0.57000 NaN darw
166.41020 -22.26984 0.18000 0.24000 NaN 0.52000 0.48000 NaN noum
170.04809 -45.78191 -29.44000 -13.29000 NaN 1.08000 1.21000 NaN e2k3
169.76638 -45.97028 -28.80000 -13.92000 NaN 0.96000 1.24000 NaN dqyr
169.16980 -45.08040 -29.50000 -12.68000 NaN 0.99000 1.31000 NaN e2k4
169.42533 -45.67637 -29.16000 -13.19000 NaN 0.96000 1.25000 NaN dqyq
169.35455 -44.93327 -29.04000 -13.03000 NaN 1.06000 1.07000 NaN dqyp
169.61548 -45.10690 -28.96000 -12.84000 NaN 1.03000 1.27000 NaN dqyn
169.62900 -45.26284 -29.30000 -13.39000 NaN 1.20000 1.19000 NaN dqym
169.97852 -45.04760 -29.32000 -13.18000 NaN 1.12000 1.25000 NaN dqyl
169.80312 -45.47854 -28.88000 -13.69000 NaN 1.11000 1.13000 NaN dqyk
170.06689 -45.28491 -29.19000 -13.33000 NaN 1.39000 1.33000 NaN dqyj
170.21600 -45.38304 -29.05000 -13.25000 NaN 1.37000 1.47000 NaN dqyh
170.32169 -45.46702 -29.90000 -14.23000 NaN 1.08000 1.32000 NaN dqyg
170.51726 -45.37091 -29.45000 -13.22000 NaN 1.05000 1.31000 NaN dqyf
169.20610 -44.28609 -22.22000 -10.04000 NaN 0.81000 1.05000 NaN dpx3
169.30232 -44.74860 -26.71000 -11.00000 NaN 0.73000 0.82000 NaN dme5
169.90345 -44.93835 -28.07000 -11.57000 NaN 0.72000 0.78000 NaN dme3
170.12325 -45.56568 -27.84000 -11.38000 NaN 0.79000 0.81000 NaN dme1
169.00359 -43.86082 -6.95000 -0.83000 NaN 0.46000 0.46000 NaN 6731
172.78775 -42.39825 -17.19000 -5.44000 NaN 0.65000 0.54000 NaN 3608
172.78900 -42.40100 -17.31000 -5.66000 NaN 0.68000 0.57000 NaN 3607
175.99500 -38.69200 2.74000 -1.74000 NaN 1.31000 1.44000 NaN 2406
176.07308 -38.04782 2.00000 -3.48000 NaN 0.75000 0.90000 NaN 2383
175.86541 -38.21110 1.52000 -3.35000 NaN 1.40000 1.26000 NaN 2382
172.82430 -43.07790 -30.89000 -10.02000 NaN 0.58000 0.61000 NaN 1144
176.12378 -37.88920 3.80000 -3.72000 NaN 1.53000 1.22000 NaN eaxx
174.77000 -36.84100 1.54000 2.20000 NaN 1.90000 2.25000 NaN dd1y
176.08130 -38.15288 3.09000 -3.68000 NaN 1.03000 0.68000 NaN cbwu
174.95300 -41.02000 -17.91000 -5.01000 NaN 1.80000 1.80000 NaN bevk
175.87752 -37.89432 0.99000 -1.96000 NaN 0.85000 0.59000 NaN b4dp
176.03008 -38.38749 8.68000 -8.43000 NaN 1.74000 1.48000 NaN ah9j
169.25068 -44.19470 -21.57000 -10.10000 NaN 0.62000 0.81000 NaN aady
176.01788 -38.35959 6.35000 -6.89000 NaN 1.52000 1.32000 NaN a87p
175.58500 -41.06200 -26.14000 -11.30000 NaN 3.06000 1.52000 NaN a2rf
